# Interpad C
# 
# Measurement Settings:
# Power Supply voltage limit:      2.10E+01 V
# Power Supply current limit:      1.00E-03 A
# LCR measurement voltage:         5.00E-01 V
# Voltage Delay:                       3.00 s
# 
# 
# 
#  Nominal Voltage [V]	 Measured Voltage [V]	Frequency [Hz]	Cp [F]	Cp_Err [F]	Rp [Ohm]	Rp_Err [Ohm]	Total Current [A]
-6.30000E+02	-6.30007E+02	1.00000E+06	4.60406E-11	3.88175E-15	2.34700E+05	9.92637E+02	-2.60903E-04
-6.40000E+02	-6.40013E+02	1.00000E+04	4.54503E-11	1.20064E-14	7.66381E+06	2.20578E+04	-2.65143E-04
-6.40000E+02	-6.40013E+02	1.00000E+05	4.60886E-11	3.60000E-16	3.08807E+06	1.22421E+03	-2.65143E-04
-6.40000E+02	-6.40013E+02	1.00000E+06	4.60430E-11	4.71992E-15	2.34884E+05	8.67419E+02	-2.65143E-04
-6.50000E+02	-6.49999E+02	1.00000E+04	4.54512E-11	5.69582E-15	7.69670E+06	4.84911E+04	-2.69332E-04
-6.50000E+02	-6.49999E+02	1.00000E+05	4.60881E-11	7.61577E-16	3.08172E+06	3.41701E+03	-2.69332E-04
-6.50000E+02	-6.49999E+02	1.00000E+06	4.60430E-11	1.27969E-15	2.34951E+05	1.54097E+03	-2.69332E-04
-6.60000E+02	-6.60007E+02	1.00000E+04	4.54531E-11	2.23410E-14	7.68574E+06	3.33056E+04	-2.73520E-04
-6.60000E+02	-6.60007E+02	1.00000E+05	4.60878E-11	6.65132E-16	3.08570E+06	4.15283E+03	-2.73520E-04
-6.60000E+02	-6.60007E+02	1.00000E+06	4.60436E-11	3.43826E-15	2.35681E+05	1.55285E+03	-2.73520E-04
-6.70000E+02	-6.70014E+02	1.00000E+04	4.54544E-11	5.54437E-15	7.67743E+06	5.89609E+04	-2.77557E-04
-6.70000E+02	-6.70014E+02	1.00000E+05	4.60878E-11	4.93964E-16	3.08467E+06	3.33292E+03	-2.77557E-04
-6.70000E+02	-6.70014E+02	1.00000E+06	4.60426E-11	6.22896E-15	2.34692E+05	5.11096E+02	-2.77557E-04
-6.80000E+02	-6.80001E+02	1.00000E+04	4.54490E-11	1.41013E-14	7.67242E+06	2.41188E+04	-2.82145E-04
-6.80000E+02	-6.80001E+02	1.00000E+05	4.60887E-11	2.82843E-16	3.08843E+06	4.66083E+03	-2.82145E-04
-6.80000E+02	-6.80001E+02	1.00000E+06	4.60423E-11	2.92233E-15	2.35691E+05	1.01459E+03	-2.82145E-04
-6.90000E+02	-6.90007E+02	1.00000E+04	4.54512E-11	7.22374E-15	7.67028E+06	2.74746E+04	-2.86490E-04
-6.90000E+02	-6.90007E+02	1.00000E+05	4.60885E-11	7.65245E-16	3.08087E+06	1.80545E+03	-2.86490E-04
-6.90000E+02	-6.90007E+02	1.00000E+06	4.60458E-11	3.98065E-15	2.34309E+05	8.70444E+02	-2.86490E-04
-7.00000E+02	-7.00016E+02	1.00000E+04	4.54525E-11	9.55854E-15	7.67351E+06	2.16438E+04	-2.90568E-04
-7.00000E+02	-7.00016E+02	1.00000E+05	4.60885E-11	4.45421E-16	3.08668E+06	8.83642E+02	-2.90568E-04
-7.00000E+02	-7.00016E+02	1.00000E+06	4.60411E-11	5.13833E-15	2.34654E+05	9.87896E+02	-2.90568E-04
-7.10000E+02	-7.10004E+02	1.00000E+04	4.54511E-11	1.17712E-14	7.66422E+06	3.52025E+04	-2.94732E-04
-7.10000E+02	-7.10004E+02	1.00000E+05	4.60882E-11	6.21611E-16	3.09049E+06	4.13809E+03	-2.94732E-04
-7.10000E+02	-7.10004E+02	1.00000E+06	4.60419E-11	4.28392E-15	2.35826E+05	1.08985E+03	-2.94732E-04
-7.20000E+02	-7.20006E+02	1.00000E+04	4.54483E-11	5.47445E-15	7.67369E+06	2.63708E+04	-2.99213E-04
-7.20000E+02	-7.20006E+02	1.00000E+05	4.60884E-11	8.95768E-16	3.08849E+06	1.47876E+03	-2.99213E-04
-7.20000E+02	-7.20006E+02	1.00000E+06	4.60427E-11	1.57531E-15	2.34920E+05	5.10136E+02	-2.99213E-04
-7.30000E+02	-7.30013E+02	1.00000E+04	4.54478E-11	8.09083E-15	7.64985E+06	3.54816E+04	-3.03826E-04
-7.30000E+02	-7.30013E+02	1.00000E+05	4.60878E-11	5.41849E-16	3.08422E+06	2.51300E+03	-3.03826E-04
-7.30000E+02	-7.30013E+02	1.00000E+06	4.60458E-11	2.14700E-15	2.34939E+05	1.34566E+03	-3.03826E-04
-7.40000E+02	-7.40002E+02	1.00000E+04	4.54590E-11	2.01256E-15	7.62890E+06	4.06970E+04	-3.08429E-04
-7.40000E+02	-7.40002E+02	1.00000E+05	4.60873E-11	5.56417E-16	3.08146E+06	3.86773E+03	-3.08429E-04
-7.40000E+02	-7.40002E+02	1.00000E+06	4.60435E-11	5.76215E-15	2.35343E+05	8.24215E+02	-3.08429E-04
-7.50000E+02	-7.50010E+02	1.00000E+04	4.54575E-11	8.20868E-15	7.67033E+06	4.31579E+04	-3.12989E-04
-7.50000E+02	-7.50010E+02	1.00000E+05	4.60883E-11	5.65685E-16	3.08648E+06	5.70541E+03	-3.12989E-04
-7.50000E+02	-7.50010E+02	1.00000E+06	4.60418E-11	2.52460E-15	2.35354E+05	9.93549E+02	-3.12989E-04
-7.60000E+02	-7.60014E+02	1.00000E+04	4.54592E-11	1.05585E-14	7.63824E+06	2.92850E+04	-3.17674E-04
-7.60000E+02	-7.60014E+02	1.00000E+05	4.60882E-11	3.96989E-16	3.08183E+06	2.55841E+03	-3.17674E-04
-7.60000E+02	-7.60014E+02	1.00000E+06	4.60397E-11	5.35074E-15	2.35134E+05	1.23228E+03	-3.17674E-04
-7.70000E+02	-7.70003E+02	1.00000E+04	4.54636E-11	9.23225E-15	7.61393E+06	4.00684E+04	-3.22333E-04
-7.70000E+02	-7.70003E+02	1.00000E+05	4.60882E-11	7.82304E-16	3.08720E+06	3.09729E+03	-3.22333E-04
-7.70000E+02	-7.70003E+02	1.00000E+06	4.60410E-11	3.79968E-15	2.35010E+05	2.18513E+03	-3.22333E-04
-7.80000E+02	-7.80012E+02	1.00000E+04	4.54459E-11	8.99591E-15	7.60938E+06	5.33622E+04	-3.26920E-04
-7.80000E+02	-7.80012E+02	1.00000E+05	4.60875E-11	6.11228E-16	3.07778E+06	1.94812E+03	-3.26920E-04
-7.80000E+02	-7.80012E+02	1.00000E+06	4.60420E-11	2.82347E-15	2.34858E+05	1.20402E+03	-3.26920E-04
-7.90000E+02	-7.90013E+02	1.00000E+04	4.54454E-11	1.20122E-14	7.57942E+06	1.53673E+04	-3.31515E-04
-7.90000E+02	-7.90013E+02	1.00000E+05	4.60871E-11	7.49933E-16	3.07533E+06	3.99657E+03	-3.31515E-04
-7.90000E+02	-7.90013E+02	1.00000E+06	4.60408E-11	2.42866E-15	2.35226E+05	9.31970E+02	-3.31515E-04
-8.00000E+02	-8.00001E+02	1.00000E+04	4.54465E-11	8.12271E-15	7.57280E+06	1.60423E+04	-3.36505E-04
-8.00000E+02	-8.00001E+02	1.00000E+05	4.60875E-11	5.38145E-16	3.07518E+06	9.12723E+02	-3.36505E-04
-8.00000E+02	-8.00001E+02	1.00000E+06	4.60477E-11	3.08350E-15	2.35036E+05	1.60840E+03	-3.36505E-04
-8.10000E+02	-8.10005E+02	1.00000E+04	4.54496E-11	1.03303E-14	7.57772E+06	1.32680E+04	-3.41281E-04
-8.10000E+02	-8.10005E+02	1.00000E+05	4.60869E-11	5.31413E-16	3.07511E+06	1.96664E+03	-3.41281E-04
-8.10000E+02	-8.10005E+02	1.00000E+06	4.60447E-11	1.06320E-15	2.35095E+05	1.27247E+03	-3.41281E-04
-8.20000E+02	-8.20013E+02	1.00000E+04	4.54484E-11	6.11771E-15	7.56801E+06	3.05307E+04	-3.46192E-04
-8.20000E+02	-8.20013E+02	1.00000E+05	4.60868E-11	7.22219E-16	3.07460E+06	3.31789E+03	-3.46192E-04
-8.20000E+02	-8.20013E+02	1.00000E+06	4.60428E-11	4.59983E-15	2.35820E+05	3.36104E+02	-3.46192E-04
-8.30000E+02	-8.30000E+02	1.00000E+04	4.54573E-11	1.12724E-14	7.56034E+06	2.59343E+04	-3.51323E-04
-8.30000E+02	-8.30000E+02	1.00000E+05	4.60878E-11	3.96989E-16	3.07624E+06	1.92564E+03	-3.51323E-04
-8.30000E+02	-8.30000E+02	1.00000E+06	4.60434E-11	3.57402E-15	2.35763E+05	1.09364E+03	-3.51323E-04
-8.40000E+02	-8.40001E+02	1.00000E+04	4.54444E-11	1.40509E-14	7.52702E+06	4.37031E+04	-3.56619E-04
-8.40000E+02	-8.40001E+02	1.00000E+05	4.60877E-11	8.49470E-16	3.07548E+06	2.47222E+03	-3.56619E-04
-8.40000E+02	-8.40001E+02	1.00000E+06	4.60424E-11	3.65382E-15	2.34969E+05	9.34043E+02	-3.56619E-04
-8.50000E+02	-8.50005E+02	1.00000E+04	4.54595E-11	9.34272E-15	7.54258E+06	3.54949E+04	-3.61662E-04
-8.50000E+02	-8.50005E+02	1.00000E+05	4.60879E-11	4.80000E-16	3.07236E+06	5.86784E+03	-3.61662E-04
-8.50000E+02	-8.50005E+02	1.00000E+06	4.60423E-11	4.54383E-15	2.35542E+05	5.05311E+02	-3.61662E-04
-8.60000E+02	-8.59990E+02	1.00000E+04	4.54461E-11	5.08110E-15	7.51968E+06	3.69169E+04	-3.67144E-04
-8.60000E+02	-8.59990E+02	1.00000E+05	4.60867E-11	9.43186E-16	3.07214E+06	4.43503E+03	-3.67144E-04
-8.60000E+02	-8.59990E+02	1.00000E+06	4.60442E-11	3.95646E-15	2.35737E+05	7.79579E+02	-3.67144E-04
-8.70000E+02	-8.69993E+02	1.00000E+04	4.54492E-11	2.09298E-14	7.50008E+06	3.07480E+04	-3.72531E-04
-8.70000E+02	-8.69993E+02	1.00000E+05	4.60865E-11	5.63560E-16	3.07074E+06	2.92384E+03	-3.72531E-04
-8.70000E+02	-8.69993E+02	1.00000E+06	4.60427E-11	3.94431E-15	2.35619E+05	1.13275E+03	-3.72531E-04
-8.80000E+02	-8.79995E+02	1.00000E+04	4.54536E-11	9.70991E-15	7.45166E+06	5.29181E+04	-3.78164E-04
-8.80000E+02	-8.79995E+02	1.00000E+05	4.60878E-11	2.56125E-16	3.06703E+06	2.83294E+03	-3.78164E-04
-8.80000E+02	-8.79995E+02	1.00000E+06	4.60431E-11	3.80915E-15	2.35183E+05	1.06424E+03	-3.78164E-04
-8.90000E+02	-8.89980E+02	1.00000E+04	4.54402E-11	1.18687E-14	7.52151E+06	2.14357E+04	-3.83908E-04
-8.90000E+02	-8.89980E+02	1.00000E+05	4.60869E-11	5.83095E-16	3.06107E+06	4.19033E+03	-3.83908E-04
-8.90000E+02	-8.89980E+02	1.00000E+06	4.60432E-11	3.60255E-15	2.35980E+05	8.77859E+02	-3.83908E-04
-9.00000E+02	-8.99981E+02	1.00000E+04	4.54431E-11	1.39958E-14	7.47285E+06	3.42709E+04	-3.89717E-04
-9.00000E+02	-8.99981E+02	1.00000E+05	4.60861E-11	5.23832E-16	3.05952E+06	4.87609E+03	-3.89717E-04
-9.00000E+02	-8.99981E+02	1.00000E+06	4.60427E-11	5.91723E-15	2.34554E+05	4.98840E+02	-3.89717E-04
-9.10000E+02	-9.09989E+02	1.00000E+04	4.54292E-11	1.37604E-14	7.43249E+06	3.62992E+04	-3.95849E-04
-9.10000E+02	-9.09989E+02	1.00000E+05	4.60873E-11	7.57892E-16	3.06316E+06	3.53111E+03	-3.95849E-04
-9.10000E+02	-9.09989E+02	1.00000E+06	4.60433E-11	3.69941E-15	2.35777E+05	8.15317E+02	-3.95849E-04
-9.20000E+02	-9.19976E+02	1.00000E+04	4.54497E-11	1.75053E-14	7.43780E+06	7.38492E+04	-4.02062E-04
-9.20000E+02	-9.19976E+02	1.00000E+05	4.60874E-11	4.40908E-16	3.05732E+06	2.89564E+03	-4.02062E-04
-9.20000E+02	-9.19976E+02	1.00000E+06	4.60433E-11	4.41679E-15	2.35041E+05	1.08778E+03	-4.02062E-04
-9.30000E+02	-9.29983E+02	1.00000E+04	4.54265E-11	2.15914E-14	7.51082E+06	8.25668E+04	-4.08213E-04
-9.30000E+02	-9.29983E+02	1.00000E+05	4.60864E-11	8.77268E-16	3.06142E+06	2.61777E+03	-4.08213E-04
-9.30000E+02	-9.29983E+02	1.00000E+06	4.60432E-11	3.40905E-15	2.35978E+05	1.17572E+03	-4.08213E-04
-9.40000E+02	-9.39990E+02	1.00000E+04	4.54521E-11	1.76008E-14	7.40259E+06	6.12720E+04	-4.14731E-04
-9.40000E+02	-9.39990E+02	1.00000E+05	4.60866E-11	6.11882E-16	3.05265E+06	2.68871E+03	-4.14731E-04
-9.40000E+02	-9.39990E+02	1.00000E+06	4.60417E-11	4.63957E-15	2.36438E+05	1.64380E+03	-4.14731E-04
-9.50000E+02	-9.49989E+02	1.00000E+04	4.54521E-11	1.59487E-14	7.41923E+06	4.35503E+04	-4.21362E-04
-9.50000E+02	-9.49989E+02	1.00000E+05	4.60870E-11	4.44522E-16	3.05594E+06	1.22739E+03	-4.21362E-04
-9.50000E+02	-9.49989E+02	1.00000E+06	4.60433E-11	1.71977E-15	2.35518E+05	6.24041E+02	-4.21362E-04
-9.60000E+02	-9.59980E+02	1.00000E+04	4.54483E-11	1.09604E-14	7.38945E+06	6.87703E+04	-4.27924E-04
-9.60000E+02	-9.59980E+02	1.00000E+05	4.60875E-11	5.49181E-16	3.04943E+06	3.09472E+03	-4.27924E-04
-9.60000E+02	-9.59980E+02	1.00000E+06	4.60440E-11	2.92889E-15	2.36030E+05	1.52092E+03	-4.27924E-04
-9.70000E+02	-9.69987E+02	1.00000E+04	4.54415E-11	1.04318E-14	7.41800E+06	3.13233E+04	-4.34723E-04
-9.70000E+02	-9.69987E+02	1.00000E+05	4.60873E-11	5.70614E-16	3.04583E+06	2.95756E+03	-4.34723E-04
-9.70000E+02	-9.69987E+02	1.00000E+06	4.60418E-11	2.52159E-15	2.35213E+05	1.79156E+03	-4.34723E-04
-9.80000E+02	-9.79993E+02	1.00000E+04	4.54384E-11	8.46451E-15	7.34435E+06	5.02914E+04	-4.42224E-04
-9.80000E+02	-9.79993E+02	1.00000E+05	4.60867E-11	8.08950E-16	3.04815E+06	2.26122E+03	-4.42224E-04
-9.80000E+02	-9.79993E+02	1.00000E+06	4.60427E-11	6.51288E-15	2.34563E+05	1.40600E+03	-4.42224E-04
-9.90000E+02	-9.89980E+02	1.00000E+04	4.54234E-11	1.51019E-14	7.32410E+06	3.97473E+04	-4.49865E-04
-9.90000E+02	-9.89980E+02	1.00000E+05	4.60872E-11	4.31741E-16	3.04659E+06	3.26858E+03	-4.49865E-04
-9.90000E+02	-9.89980E+02	1.00000E+06	4.60437E-11	2.42190E-15	2.35913E+05	3.53655E+02	-4.49865E-04
