# Single CV
# 
# Power Supply voltage limit:      2.10E+01 V
# Power Supply current limit:      1.00E-03 A
# LCR measurement voltage:         5.00E-01 V
# LCR measurement frequency:       1.00E+03 Hz
# Voltage Delay:                       3.00 s
# 
# 
# 
# Nominal Voltage [V]	 Measured Voltage [V]	Freq [Hz]	R [Ohm]	R_Err [Ohm]	X [Ohm]	X_Err [Ohm]	Cs [F]	Cp [F]	Total Current [A]
-4.70000E+02	-4.69987E+02	1.00000E+03	5.57744E+05	5.71139E+01	-2.18740E+06	4.31741E+01	7.27600E-11	6.83183E-11	-1.75459E-04
-4.70000E+02	-4.69987E+02	1.00000E+04	9.77208E+03	1.14783E+00	-2.51929E+05	9.79796E-01	6.31745E-11	6.30796E-11	-1.75459E-04
-4.80000E+02	-4.79996E+02	5.00000E+02	1.52272E+06	3.51306E+02	-3.81219E+06	4.51575E+02	8.34979E-11	7.20090E-11	-1.78908E-04
-4.80000E+02	-4.79996E+02	1.00000E+03	5.55106E+05	3.35595E+01	-2.20030E+06	4.99600E+01	7.23334E-11	6.80049E-11	-1.78908E-04
-4.80000E+02	-4.79996E+02	1.00000E+04	9.49083E+03	1.45362E+00	-2.51988E+05	1.46969E+00	6.31598E-11	6.30703E-11	-1.78908E-04
-4.90000E+02	-4.89981E+02	5.00000E+02	1.52970E+06	5.00456E+02	-3.83783E+06	6.03238E+02	8.29400E-11	7.15698E-11	-1.82392E-04
-4.90000E+02	-4.89981E+02	1.00000E+03	5.52227E+05	8.48589E+01	-2.21337E+06	2.05913E+01	7.19060E-11	6.76923E-11	-1.82392E-04
-4.90000E+02	-4.89981E+02	1.00000E+04	9.21185E+03	1.48821E+00	-2.52047E+05	1.16619E+00	6.31449E-11	6.30607E-11	-1.82392E-04
-5.00000E+02	-4.99990E+02	5.00000E+02	1.53567E+06	4.47321E+02	-3.86388E+06	2.68075E+02	8.23810E-11	7.11432E-11	-1.85934E-04
-5.00000E+02	-4.99990E+02	1.00000E+03	5.48859E+05	5.37498E+01	-2.22641E+06	3.91918E+01	7.14849E-11	6.73895E-11	-1.85934E-04
-5.00000E+02	-4.99990E+02	1.00000E+04	8.93808E+03	1.48855E+00	-2.52103E+05	4.89898E-01	6.31310E-11	6.30518E-11	-1.85934E-04
-5.10000E+02	-5.09998E+02	5.00000E+02	1.54179E+06	4.00250E+02	-3.89122E+06	4.67273E+02	8.18020E-11	7.07023E-11	-1.89525E-04
-5.10000E+02	-5.09998E+02	1.00000E+03	5.45220E+05	7.65794E+01	-2.23956E+06	6.58483E+01	7.10653E-11	6.70891E-11	-1.89525E-04
-5.10000E+02	-5.09998E+02	1.00000E+04	8.67058E+03	1.33702E+00	-2.52157E+05	9.79796E-01	6.31174E-11	6.30428E-11	-1.89525E-04
-5.20000E+02	-5.19988E+02	5.00000E+02	1.54686E+06	4.31296E+02	-3.91837E+06	4.71992E+02	8.12353E-11	7.02822E-11	-1.93111E-04
-5.20000E+02	-5.19988E+02	1.00000E+03	5.41018E+05	7.54225E+01	-2.25242E+06	1.29399E+02	7.06597E-11	6.68054E-11	-1.93111E-04
-5.20000E+02	-5.19988E+02	1.00000E+04	8.41252E+03	1.13062E+00	-2.52209E+05	1.72047E+00	6.31044E-11	6.30343E-11	-1.93111E-04
-5.30000E+02	-5.29994E+02	5.00000E+02	1.55123E+06	5.00056E+02	-3.94642E+06	4.00030E+02	8.06578E-11	6.98635E-11	-1.96706E-04
-5.30000E+02	-5.29994E+02	1.00000E+03	5.36598E+05	5.73153E+01	-2.26511E+06	6.15142E+01	7.02635E-11	6.65299E-11	-1.96706E-04
-5.30000E+02	-5.29994E+02	1.00000E+04	8.16414E+03	8.97307E-01	-2.52257E+05	1.01980E+00	6.30923E-11	6.30263E-11	-1.96706E-04
-5.40000E+02	-5.40002E+02	5.00000E+02	1.55499E+06	5.49087E+02	-3.97386E+06	4.22866E+02	8.01009E-11	6.94645E-11	-2.00397E-04
-5.40000E+02	-5.40002E+02	1.00000E+03	5.31952E+05	4.03703E+01	-2.27733E+06	5.34416E+01	6.98866E-11	6.62707E-11	-2.00397E-04
-5.40000E+02	-5.40002E+02	1.00000E+04	7.92581E+03	1.47521E+00	-2.52305E+05	8.00000E-01	6.30803E-11	6.30181E-11	-2.00397E-04
-5.50000E+02	-5.49990E+02	5.00000E+02	1.55799E+06	5.01143E+02	-4.00135E+06	5.40999E+02	7.95506E-11	6.90779E-11	-2.04090E-04
-5.50000E+02	-5.49990E+02	1.00000E+03	5.27080E+05	4.01368E+01	-2.28899E+06	6.88767E+01	6.95305E-11	6.60294E-11	-2.04090E-04
-5.50000E+02	-5.49990E+02	1.00000E+04	7.69996E+03	1.26040E+00	-2.52348E+05	1.72047E+00	6.30696E-11	6.30109E-11	-2.04090E-04
-5.60000E+02	-5.59998E+02	5.00000E+02	1.56044E+06	4.49471E+02	-4.02858E+06	5.47891E+02	7.90128E-11	6.87048E-11	-2.07845E-04
-5.60000E+02	-5.59998E+02	1.00000E+03	5.21918E+05	6.07730E+01	-2.30013E+06	4.22374E+01	6.91938E-11	6.58056E-11	-2.07845E-04
-5.60000E+02	-5.59998E+02	1.00000E+04	7.48945E+03	6.13984E-01	-2.52390E+05	1.35647E+00	6.30592E-11	6.30038E-11	-2.07845E-04
-5.70000E+02	-5.70000E+02	5.00000E+02	1.56202E+06	4.24471E+02	-4.05498E+06	4.26783E+02	7.84986E-11	6.83555E-11	-2.11653E-04
-5.70000E+02	-5.70000E+02	1.00000E+03	5.16760E+05	5.74679E+01	-2.31063E+06	6.82935E+01	6.88796E-11	6.55985E-11	-2.11653E-04
-5.70000E+02	-5.70000E+02	1.00000E+04	7.29047E+03	1.97816E+00	-2.52430E+05	1.16619E+00	6.30492E-11	6.29966E-11	-2.11653E-04
-5.80000E+02	-5.79988E+02	5.00000E+02	1.56281E+06	5.05173E+02	-4.08029E+06	4.31342E+02	7.80115E-11	6.80314E-11	-2.15498E-04
-5.80000E+02	-5.79988E+02	1.00000E+03	5.11581E+05	8.03353E+01	-2.32047E+06	1.60300E+02	6.85874E-11	6.54083E-11	-2.15498E-04
-5.80000E+02	-5.79988E+02	1.00000E+04	7.10768E+03	1.77170E+00	-2.52465E+05	1.41421E+00	6.30404E-11	6.29905E-11	-2.15498E-04
-5.90000E+02	-5.89996E+02	5.00000E+02	1.56253E+06	7.80477E+02	-4.10512E+06	5.07425E+02	7.75397E-11	6.77275E-11	-2.19342E-04
-5.90000E+02	-5.89996E+02	1.00000E+03	5.06474E+05	1.27806E+02	-2.32969E+06	1.04115E+02	6.83159E-11	6.52329E-11	-2.19342E-04
-5.90000E+02	-5.89996E+02	1.00000E+04	6.93397E+03	1.95448E+00	-2.52498E+05	2.72764E+00	6.30323E-11	6.29848E-11	-2.19342E-04
-6.00000E+02	-6.00002E+02	5.00000E+02	1.56270E+06	1.62653E+02	-4.12858E+06	3.57849E+02	7.70991E-11	6.74374E-11	-2.23354E-04
-6.00000E+02	-6.00002E+02	1.00000E+03	5.01596E+05	8.51765E+01	-2.33810E+06	6.09918E+01	6.80702E-11	6.50752E-11	-2.23354E-04
-6.00000E+02	-6.00002E+02	1.00000E+04	6.77444E+03	1.65587E+00	-2.52529E+05	2.13542E+00	6.30245E-11	6.29791E-11	-2.23354E-04
-6.10000E+02	-6.09992E+02	5.00000E+02	1.56225E+06	5.33082E+02	-4.15047E+06	3.11063E+02	7.66925E-11	6.71751E-11	-2.27455E-04
-6.10000E+02	-6.09992E+02	1.00000E+03	4.96835E+05	4.28812E+01	-2.34607E+06	8.08455E+01	6.78390E-11	6.49272E-11	-2.27455E-04
-6.10000E+02	-6.09992E+02	1.00000E+04	6.62608E+03	1.43842E+00	-2.52556E+05	2.05913E+00	6.30178E-11	6.29744E-11	-2.27455E-04
-6.20000E+02	-6.19999E+02	5.00000E+02	1.56122E+06	5.82251E+02	-4.17168E+06	5.92857E+02	7.63026E-11	6.69287E-11	-2.31634E-04
-6.20000E+02	-6.19999E+02	1.00000E+03	4.92238E+05	7.66535E+01	-2.35335E+06	7.83326E+01	6.76290E-11	6.47943E-11	-2.31634E-04
-6.20000E+02	-6.19999E+02	1.00000E+04	6.49180E+03	6.71136E-01	-2.52582E+05	1.62481E+00	6.30111E-11	6.29695E-11	-2.31634E-04
-6.30000E+02	-6.30009E+02	5.00000E+02	1.56063E+06	2.99573E+02	-4.19174E+06	6.73587E+02	7.59374E-11	6.66927E-11	-2.35829E-04
-6.30000E+02	-6.30009E+02	1.00000E+03	4.88002E+05	5.49422E+01	-2.36002E+06	1.16516E+02	6.74380E-11	6.46728E-11	-2.35829E-04
-6.30000E+02	-6.30009E+02	1.00000E+04	6.36467E+03	3.12059E+00	-2.52607E+05	2.60768E+00	6.30050E-11	6.29650E-11	-2.35829E-04
-6.40000E+02	-6.40016E+02	5.00000E+02	1.55979E+06	3.56292E+02	-4.20977E+06	3.24654E+02	7.56122E-11	6.64849E-11	-2.40084E-04
-6.40000E+02	-6.40016E+02	1.00000E+03	4.83975E+05	4.04247E+01	-2.36628E+06	6.57267E+01	6.72596E-11	6.45589E-11	-2.40084E-04
-6.40000E+02	-6.40016E+02	1.00000E+04	6.25150E+03	3.13438E+00	-2.52627E+05	1.62481E+00	6.29999E-11	6.29613E-11	-2.40084E-04
-6.50000E+02	-6.50004E+02	5.00000E+02	1.55906E+06	7.15022E+02	-4.22680E+06	4.81016E+02	7.53076E-11	6.62889E-11	-2.44368E-04
-6.50000E+02	-6.50004E+02	1.00000E+03	4.80277E+05	7.99335E+01	-2.37178E+06	7.87401E+01	6.71036E-11	6.44604E-11	-2.44368E-04
-6.50000E+02	-6.50004E+02	1.00000E+04	6.14335E+03	1.73794E+00	-2.52649E+05	1.60000E+00	6.29945E-11	6.29573E-11	-2.44368E-04
-6.60000E+02	-6.60011E+02	5.00000E+02	1.55888E+06	5.56324E+02	-4.24240E+06	7.15777E+02	7.50306E-11	6.61050E-11	-2.48771E-04
-6.60000E+02	-6.60011E+02	1.00000E+03	4.76833E+05	3.01901E+01	-2.37697E+06	4.40908E+01	6.69570E-11	6.43667E-11	-2.48771E-04
-6.60000E+02	-6.60011E+02	1.00000E+04	6.04957E+03	3.02848E+00	-2.52668E+05	3.37046E+00	6.29897E-11	6.29536E-11	-2.48771E-04
-6.70000E+02	-6.70019E+02	5.00000E+02	1.55827E+06	4.91431E+02	-4.25689E+06	5.20753E+02	7.47751E-11	6.59394E-11	-2.53270E-04
-6.70000E+02	-6.70019E+02	1.00000E+03	4.73869E+05	1.19592E+02	-2.38168E+06	5.85150E+01	6.68245E-11	6.42799E-11	-2.53270E-04
-6.70000E+02	-6.70019E+02	1.00000E+04	5.96176E+03	2.17331E+00	-2.52688E+05	1.62481E+00	6.29847E-11	6.29496E-11	-2.53270E-04
-6.80000E+02	-6.80006E+02	5.00000E+02	1.55813E+06	4.46004E+02	-4.27008E+06	3.85310E+02	7.45442E-11	6.57850E-11	-2.57592E-04
-6.80000E+02	-6.80006E+02	1.00000E+03	4.71115E+05	4.51575E+01	-2.38607E+06	6.91086E+01	6.67018E-11	6.41990E-11	-2.57592E-04
-6.80000E+02	-6.80006E+02	1.00000E+04	5.88176E+03	3.13052E+00	-2.52707E+05	2.24499E+00	6.29801E-11	6.29460E-11	-2.57592E-04
-6.90000E+02	-6.90013E+02	5.00000E+02	1.55934E+06	3.67119E+02	-4.28216E+06	3.52159E+02	7.43339E-11	6.56310E-11	-2.62188E-04
-6.90000E+02	-6.90013E+02	1.00000E+03	4.68763E+05	9.77302E+01	-2.38999E+06	7.19444E+01	6.65924E-11	6.41255E-11	-2.62188E-04
-6.90000E+02	-6.90013E+02	1.00000E+04	5.80679E+03	2.80280E+00	-2.52726E+05	2.65330E+00	6.29752E-11	6.29420E-11	-2.62188E-04
-7.00000E+02	-7.00019E+02	5.00000E+02	1.56051E+06	3.11153E+02	-4.29276E+06	5.02530E+02	7.41504E-11	6.54954E-11	-2.66744E-04
-7.00000E+02	-7.00019E+02	1.00000E+03	4.66834E+05	7.56227E+01	-2.39348E+06	1.16893E+02	6.64953E-11	6.40584E-11	-2.66744E-04
-7.00000E+02	-7.00019E+02	1.00000E+04	5.74316E+03	2.14290E+00	-2.52740E+05	3.13688E+00	6.29717E-11	6.29392E-11	-2.66744E-04
-7.10000E+02	-7.10007E+02	5.00000E+02	1.56242E+06	8.55930E+02	-4.30206E+06	2.26716E+02	7.39901E-11	6.53681E-11	-2.71299E-04
-7.10000E+02	-7.10007E+02	1.00000E+03	4.65192E+05	7.04630E+01	-2.39668E+06	7.87401E+01	6.64064E-11	6.39954E-11	-2.71299E-04
-7.10000E+02	-7.10007E+02	1.00000E+04	5.68618E+03	1.83713E+00	-2.52755E+05	2.28035E+00	6.29681E-11	6.29362E-11	-2.71299E-04
-7.20000E+02	-7.20007E+02	5.00000E+02	1.56440E+06	4.09409E+02	-4.31101E+06	4.37054E+02	7.38365E-11	6.52448E-11	-2.75804E-04
-7.20000E+02	-7.20007E+02	1.00000E+03	4.63805E+05	6.73754E+01	-2.39966E+06	9.02441E+01	6.63238E-11	6.39354E-11	-2.75804E-04
-7.20000E+02	-7.20007E+02	1.00000E+04	5.63401E+03	2.23342E+00	-2.52772E+05	2.22711E+00	6.29638E-11	6.29325E-11	-2.75804E-04
-7.30000E+02	-7.30015E+02	5.00000E+02	1.56726E+06	4.32204E+02	-4.31758E+06	6.87122E+02	7.37242E-11	6.51409E-11	-2.80385E-04
-7.30000E+02	-7.30015E+02	1.00000E+03	4.63004E+05	1.95346E+01	-2.40229E+06	8.37616E+01	6.62514E-11	6.38785E-11	-2.80385E-04
-7.30000E+02	-7.30015E+02	1.00000E+04	5.58562E+03	1.84200E+00	-2.52786E+05	2.41661E+00	6.29604E-11	6.29297E-11	-2.80385E-04
-7.40000E+02	-7.40000E+02	5.00000E+02	1.57077E+06	4.70617E+02	-4.32335E+06	6.58920E+02	7.36257E-11	6.50402E-11	-2.85008E-04
-7.40000E+02	-7.40000E+02	1.00000E+03	4.62392E+05	8.27937E+01	-2.40465E+06	9.93982E+01	6.61863E-11	6.38263E-11	-2.85008E-04
-7.40000E+02	-7.40000E+02	1.00000E+04	5.54443E+03	2.71430E+00	-2.52799E+05	1.46969E+00	6.29571E-11	6.29268E-11	-2.85008E-04
-7.50000E+02	-7.50007E+02	5.00000E+02	1.57509E+06	2.43261E+02	-4.32891E+06	4.99215E+02	7.35312E-11	6.49346E-11	-2.89715E-04
-7.50000E+02	-7.50007E+02	1.00000E+03	4.62092E+05	1.13251E+02	-2.40675E+06	8.59302E+01	6.61285E-11	6.37774E-11	-2.89715E-04
-7.50000E+02	-7.50007E+02	1.00000E+04	5.51265E+03	1.39411E+00	-2.52813E+05	2.24499E+00	6.29535E-11	6.29236E-11	-2.89715E-04
-7.60000E+02	-7.60015E+02	5.00000E+02	1.58008E+06	6.81017E+02	-4.33273E+06	2.94116E+02	7.34664E-11	6.48427E-11	-2.94414E-04
-7.60000E+02	-7.60015E+02	1.00000E+03	4.62323E+05	8.80963E+01	-2.40848E+06	3.20000E+01	6.60812E-11	6.37328E-11	-2.94414E-04
-7.60000E+02	-7.60015E+02	1.00000E+04	5.48201E+03	2.71863E+00	-2.52828E+05	2.80000E+00	6.29498E-11	6.29202E-11	-2.94414E-04
-7.70000E+02	-7.70001E+02	5.00000E+02	1.58541E+06	6.23262E+02	-4.33541E+06	7.37281E+02	7.34209E-11	6.47606E-11	-2.99174E-04
-7.70000E+02	-7.70001E+02	1.00000E+03	4.62704E+05	5.99219E+01	-2.41012E+06	3.97995E+01	6.60360E-11	6.36886E-11	-2.99174E-04
-7.70000E+02	-7.70001E+02	1.00000E+04	5.45675E+03	8.44194E-01	-2.52840E+05	1.72047E+00	6.29469E-11	6.29175E-11	-2.99174E-04
-7.80000E+02	-7.80010E+02	5.00000E+02	1.59242E+06	5.63347E+02	-4.33721E+06	3.32301E+02	7.33904E-11	6.46725E-11	-3.03996E-04
-7.80000E+02	-7.80010E+02	1.00000E+03	4.63631E+05	5.96791E+01	-2.41142E+06	8.61162E+01	6.60005E-11	6.36477E-11	-3.03996E-04
-7.80000E+02	-7.80010E+02	1.00000E+04	5.44035E+03	2.00968E+00	-2.52852E+05	1.01980E+00	6.29438E-11	6.29147E-11	-3.03996E-04
-7.90000E+02	-7.90016E+02	5.00000E+02	1.59972E+06	4.82800E+02	-4.33739E+06	5.87176E+02	7.33874E-11	6.45999E-11	-3.08852E-04
-7.90000E+02	-7.90016E+02	1.00000E+03	4.64889E+05	1.32409E+02	-2.41263E+06	5.09902E+01	6.59674E-11	6.36058E-11	-3.08852E-04
-7.90000E+02	-7.90016E+02	1.00000E+04	5.42746E+03	8.52080E-01	-2.52866E+05	2.22711E+00	6.29405E-11	6.29115E-11	-3.08852E-04
-8.00000E+02	-8.00003E+02	5.00000E+02	1.60768E+06	7.13852E+02	-4.33716E+06	5.69470E+02	7.33914E-11	6.45255E-11	-3.13692E-04
-8.00000E+02	-8.00003E+02	1.00000E+03	4.66385E+05	1.15701E+02	-2.41347E+06	1.17201E+02	6.59444E-11	6.35705E-11	-3.13692E-04
-8.00000E+02	-8.00003E+02	1.00000E+04	5.42026E+03	3.20662E-01	-2.52875E+05	2.28035E+00	6.29382E-11	6.29093E-11	-3.13692E-04
-8.10000E+02	-8.10009E+02	5.00000E+02	1.61685E+06	6.27522E+02	-4.33560E+06	6.61495E+02	7.34177E-11	6.44540E-11	-3.18598E-04
-8.10000E+02	-8.10009E+02	1.00000E+03	4.68269E+05	1.29452E+02	-2.41419E+06	7.42967E+01	6.59248E-11	6.35344E-11	-3.18598E-04
-8.10000E+02	-8.10009E+02	1.00000E+04	5.41839E+03	9.78027E-01	-2.52888E+05	2.05913E+00	6.29351E-11	6.29062E-11	-3.18598E-04
-8.20000E+02	-8.20017E+02	5.00000E+02	1.62671E+06	3.64286E+02	-4.33306E+06	3.33011E+02	7.34608E-11	6.43863E-11	-3.23544E-04
-8.20000E+02	-8.20017E+02	1.00000E+03	4.70516E+05	9.93994E+01	-2.41475E+06	8.28010E+01	6.59094E-11	6.34986E-11	-3.23544E-04
-8.20000E+02	-8.20017E+02	1.00000E+04	5.41947E+03	8.38966E-01	-2.52899E+05	1.49666E+00	6.29321E-11	6.29032E-11	-3.23544E-04
-8.30000E+02	-8.30007E+02	5.00000E+02	1.63809E+06	4.51238E+02	-4.32931E+06	6.38110E+02	7.35243E-11	6.43164E-11	-3.28613E-04
-8.30000E+02	-8.30007E+02	1.00000E+03	4.73236E+05	1.93872E+02	-2.41510E+06	7.65768E+01	6.59000E-11	6.34633E-11	-3.28613E-04
-8.30000E+02	-8.30007E+02	1.00000E+04	5.42586E+03	1.26191E+00	-2.52910E+05	2.05913E+00	6.29294E-11	6.29004E-11	-3.28613E-04
-8.40000E+02	-8.40008E+02	5.00000E+02	1.65015E+06	4.16509E+02	-4.32481E+06	4.71126E+02	7.36009E-11	6.42475E-11	-3.33828E-04
-8.40000E+02	-8.40008E+02	1.00000E+03	4.76359E+05	1.17473E+02	-2.41510E+06	6.55439E+01	6.58999E-11	6.34321E-11	-3.33828E-04
-8.40000E+02	-8.40008E+02	1.00000E+04	5.43910E+03	1.60647E+00	-2.52920E+05	1.35647E+00	6.29269E-11	6.28978E-11	-3.33828E-04
-8.50000E+02	-8.50011E+02	5.00000E+02	1.66224E+06	5.04761E+02	-4.31881E+06	6.02349E+02	7.37031E-11	6.41938E-11	-3.39133E-04
-8.50000E+02	-8.50011E+02	1.00000E+03	4.79606E+05	4.94473E+01	-2.41499E+06	7.29383E+01	6.59029E-11	6.34023E-11	-3.39133E-04
-8.50000E+02	-8.50011E+02	1.00000E+04	5.45496E+03	2.14630E+00	-2.52931E+05	1.67332E+00	6.29243E-11	6.28950E-11	-3.39133E-04
-8.60000E+02	-8.59995E+02	5.00000E+02	1.67613E+06	5.84486E+02	-4.31231E+06	6.16649E+02	7.38142E-11	6.41262E-11	-3.44399E-04
-8.60000E+02	-8.59995E+02	1.00000E+03	4.83503E+05	6.33896E+01	-2.41467E+06	9.57914E+01	6.59116E-11	6.33708E-11	-3.44399E-04
-8.60000E+02	-8.59995E+02	1.00000E+04	5.47646E+03	1.09918E+00	-2.52940E+05	1.62481E+00	6.29221E-11	6.28926E-11	-3.44399E-04
-8.70000E+02	-8.69995E+02	5.00000E+02	1.69060E+06	5.30600E+02	-4.30408E+06	4.30163E+02	7.39554E-11	6.40703E-11	-3.49899E-04
-8.70000E+02	-8.69995E+02	1.00000E+03	4.87489E+05	1.03586E+02	-2.41422E+06	9.52890E+01	6.59240E-11	6.33413E-11	-3.49899E-04
-8.70000E+02	-8.69995E+02	1.00000E+04	5.50086E+03	9.53239E-01	-2.52950E+05	1.85472E+00	6.29196E-11	6.28899E-11	-3.49899E-04
-8.80000E+02	-8.79996E+02	5.00000E+02	1.70599E+06	3.43045E+02	-4.29554E+06	6.43105E+02	7.41023E-11	6.40065E-11	-3.55242E-04
-8.80000E+02	-8.79996E+02	1.00000E+03	4.92015E+05	1.06144E+02	-2.41363E+06	1.10923E+02	6.59402E-11	6.33094E-11	-3.55242E-04
-8.80000E+02	-8.79996E+02	1.00000E+04	5.53020E+03	8.99102E-01	-2.52958E+05	6.32456E-01	6.29175E-11	6.28875E-11	-3.55242E-04
-8.90000E+02	-8.89981E+02	5.00000E+02	1.72233E+06	4.58406E+02	-4.28499E+06	3.93223E+02	7.42848E-11	6.39527E-11	-3.60877E-04
-8.90000E+02	-8.89981E+02	1.00000E+03	4.96908E+05	6.11326E+01	-2.41276E+06	7.02567E+01	6.59638E-11	6.32798E-11	-3.60877E-04
-8.90000E+02	-8.89981E+02	1.00000E+04	5.56440E+03	1.11505E+00	-2.52966E+05	1.46969E+00	6.29155E-11	6.28851E-11	-3.60877E-04
-9.00000E+02	-8.99983E+02	5.00000E+02	1.73975E+06	5.28220E+02	-4.27462E+06	3.51875E+02	7.44651E-11	6.38831E-11	-3.66603E-04
-9.00000E+02	-8.99983E+02	1.00000E+03	5.02176E+05	1.21384E+02	-2.41166E+06	1.97322E+02	6.59940E-11	6.32515E-11	-3.66603E-04
-9.00000E+02	-8.99983E+02	1.00000E+04	5.60327E+03	2.15310E+00	-2.52976E+05	1.32665E+00	6.29130E-11	6.28822E-11	-3.66603E-04
-9.10000E+02	-9.09988E+02	5.00000E+02	1.75816E+06	3.14871E+02	-4.26118E+06	8.18770E+02	7.47000E-11	6.38332E-11	-3.72412E-04
-9.10000E+02	-9.09988E+02	1.00000E+03	5.07930E+05	6.15045E+01	-2.41039E+06	8.28010E+01	6.60287E-11	6.32213E-11	-3.72412E-04
-9.10000E+02	-9.09988E+02	1.00000E+04	5.64617E+03	5.34393E-01	-2.52984E+05	2.00000E+00	6.29111E-11	6.28797E-11	-3.72412E-04
-9.20000E+02	-9.19977E+02	5.00000E+02	1.77731E+06	4.13357E+02	-4.24808E+06	5.77394E+02	7.49304E-11	6.37682E-11	-3.78233E-04
-9.20000E+02	-9.19977E+02	1.00000E+03	5.13882E+05	8.03682E+01	-2.40900E+06	1.09800E+02	6.60668E-11	6.31913E-11	-3.78233E-04
-9.20000E+02	-9.19977E+02	1.00000E+04	5.69497E+03	1.37605E+00	-2.52993E+05	1.85472E+00	6.29087E-11	6.28769E-11	-3.78233E-04
-9.30000E+02	-9.29988E+02	5.00000E+02	1.79800E+06	8.11995E+02	-4.23221E+06	1.88743E+02	7.52112E-11	6.37120E-11	-3.84223E-04
-9.30000E+02	-9.29988E+02	1.00000E+03	5.20331E+05	1.20256E+02	-2.40729E+06	7.67854E+01	6.61138E-11	6.31628E-11	-3.84223E-04
-9.30000E+02	-9.29988E+02	1.00000E+04	5.74655E+03	1.35022E+00	-2.53001E+05	1.09545E+00	6.29068E-11	6.28744E-11	-3.84223E-04
-9.40000E+02	-9.39992E+02	5.00000E+02	1.81885E+06	4.04604E+02	-4.21621E+06	7.59458E+02	7.54967E-11	6.36512E-11	-3.90302E-04
-9.40000E+02	-9.39992E+02	1.00000E+03	5.27391E+05	8.86002E+01	-2.40543E+06	5.45527E+01	6.61649E-11	6.31302E-11	-3.90302E-04
-9.40000E+02	-9.39992E+02	1.00000E+04	5.80426E+03	1.41830E+00	-2.53010E+05	1.16619E+00	6.29047E-11	6.28716E-11	-3.90302E-04
-9.50000E+02	-9.49996E+02	5.00000E+02	1.84128E+06	4.75336E+02	-4.19844E+06	2.16518E+02	7.58162E-11	6.35863E-11	-3.96423E-04
-9.50000E+02	-9.49996E+02	1.00000E+03	5.34735E+05	1.57478E+02	-2.40329E+06	4.49889E+01	6.62237E-11	6.30998E-11	-3.96423E-04
-9.50000E+02	-9.49996E+02	1.00000E+04	5.86706E+03	2.17271E+00	-2.53019E+05	8.00000E-01	6.29025E-11	6.28687E-11	-3.96423E-04
-9.60000E+02	-9.59986E+02	5.00000E+02	1.86431E+06	7.72554E+02	-4.17827E+06	5.85949E+02	7.61822E-11	6.35335E-11	-4.02812E-04
-9.60000E+02	-9.59986E+02	1.00000E+03	5.42613E+05	1.37258E+02	-2.40085E+06	3.77359E+01	6.62912E-11	6.30696E-11	-4.02812E-04
-9.60000E+02	-9.59986E+02	1.00000E+04	5.93636E+03	9.60029E-01	-2.53026E+05	7.48331E-01	6.29007E-11	6.28661E-11	-4.02812E-04
-9.70000E+02	-9.69993E+02	5.00000E+02	1.88860E+06	4.55122E+02	-4.15749E+06	3.78703E+02	7.65630E-11	6.34664E-11	-4.09317E-04
-9.70000E+02	-9.69993E+02	1.00000E+03	5.50917E+05	4.45170E+01	-2.39809E+06	6.24179E+01	6.63674E-11	6.30404E-11	-4.09317E-04
-9.70000E+02	-9.69993E+02	1.00000E+04	6.01131E+03	8.98207E-01	-2.53034E+05	6.32456E-01	6.28986E-11	6.28632E-11	-4.09317E-04
-9.80000E+02	-9.80002E+02	5.00000E+02	1.91430E+06	5.25334E+02	-4.13467E+06	6.19613E+02	7.69856E-11	6.33961E-11	-4.15873E-04
-9.80000E+02	-9.80002E+02	1.00000E+03	5.59790E+05	9.01124E+01	-2.39513E+06	8.30903E+01	6.64493E-11	6.30075E-11	-4.15873E-04
-9.80000E+02	-9.80002E+02	1.00000E+04	6.09275E+03	1.17618E+00	-2.53043E+05	4.89898E-01	6.28965E-11	6.28601E-11	-4.15873E-04
-9.90000E+02	-9.89988E+02	5.00000E+02	1.93983E+06	2.36423E+02	-4.10944E+06	3.12640E+02	7.74583E-11	6.33438E-11	-4.22642E-04
-9.90000E+02	-9.89988E+02	1.00000E+03	5.69196E+05	1.19029E+02	-2.39179E+06	1.57048E+02	6.65421E-11	6.29755E-11	-4.22642E-04
-9.90000E+02	-9.89988E+02	1.00000E+04	6.17823E+03	1.71843E+00	-2.53050E+05	1.16619E+00	6.28946E-11	6.28571E-11	-4.22642E-04
