# Single CV
# 
# Power Supply voltage limit:      2.10E+01 V
# Power Supply current limit:      1.00E-03 A
# LCR measurement voltage:         5.00E-01 V
# LCR measurement frequency:       1.00E+03 Hz
# Voltage Delay:                       3.00 s
# 
# 
# 
# Nominal Voltage [V]	 Measured Voltage [V]	Freq [Hz]	R [Ohm]	R_Err [Ohm]	X [Ohm]	X_Err [Ohm]	Cs [F]	Cp [F]	Total Current [A]
-5.00000E+02	-4.99987E+02	1.00000E+04	2.13195E+02	1.47238E+00	-3.65122E+05	7.48331E-01	4.35895E-11	4.35895E-11	-1.21473E-04
-5.10000E+02	-5.09997E+02	5.00000E+02	1.80036E+04	8.88318E+02	-7.29148E+06	7.29263E+02	4.36551E-11	4.36548E-11	-1.24268E-04
-5.10000E+02	-5.09997E+02	1.00000E+03	5.07730E+03	8.84302E+01	-3.64774E+06	1.23191E+02	4.36311E-11	4.36310E-11	-1.24268E-04
-5.10000E+02	-5.09997E+02	1.00000E+04	2.13014E+02	1.62218E+00	-3.65123E+05	1.16619E+00	4.35894E-11	4.35894E-11	-1.24268E-04
-5.20000E+02	-5.19987E+02	5.00000E+02	1.71309E+04	1.03415E+03	-7.29201E+06	3.06163E+02	4.36519E-11	4.36516E-11	-1.27058E-04
-5.20000E+02	-5.19987E+02	1.00000E+03	5.07660E+03	7.99802E+01	-3.64781E+06	5.81722E+01	4.36303E-11	4.36302E-11	-1.27058E-04
-5.20000E+02	-5.19987E+02	1.00000E+04	2.13307E+02	2.77947E+00	-3.65122E+05	1.32665E+00	4.35895E-11	4.35895E-11	-1.27058E-04
-5.30000E+02	-5.29992E+02	5.00000E+02	1.72806E+04	5.61151E+02	-7.29186E+06	1.12037E+03	4.36527E-11	4.36525E-11	-1.29880E-04
-5.30000E+02	-5.29992E+02	1.00000E+03	5.07705E+03	5.13061E+01	-3.64785E+06	1.49479E+02	4.36297E-11	4.36297E-11	-1.29880E-04
-5.30000E+02	-5.29992E+02	1.00000E+04	2.12241E+02	1.49832E+00	-3.65124E+05	1.46969E+00	4.35893E-11	4.35893E-11	-1.29880E-04
-5.40000E+02	-5.40001E+02	5.00000E+02	1.73909E+04	6.33920E+02	-7.29199E+06	8.94503E+02	4.36520E-11	4.36517E-11	-1.32882E-04
-5.40000E+02	-5.40001E+02	1.00000E+03	5.02105E+03	1.31986E+02	-3.64791E+06	1.12783E+02	4.36291E-11	4.36290E-11	-1.32882E-04
-5.40000E+02	-5.40001E+02	1.00000E+04	2.13321E+02	2.18618E+00	-3.65123E+05	2.87054E+00	4.35895E-11	4.35894E-11	-1.32882E-04
-5.50000E+02	-5.49990E+02	5.00000E+02	1.68550E+04	5.37334E+02	-7.29267E+06	7.51835E+02	4.36479E-11	4.36477E-11	-1.35828E-04
-5.50000E+02	-5.49990E+02	1.00000E+03	5.08561E+03	8.50730E+01	-3.64793E+06	1.09800E+02	4.36289E-11	4.36288E-11	-1.35828E-04
-5.50000E+02	-5.49990E+02	1.00000E+04	2.11534E+02	2.01503E+00	-3.65122E+05	1.41421E+00	4.35895E-11	4.35895E-11	-1.35828E-04
-5.60000E+02	-5.59997E+02	5.00000E+02	1.69681E+04	6.68746E+02	-7.29266E+06	5.11062E+02	4.36480E-11	4.36478E-11	-1.38923E-04
-5.60000E+02	-5.59997E+02	1.00000E+03	5.01917E+03	8.63159E+01	-3.64794E+06	1.26016E+02	4.36287E-11	4.36286E-11	-1.38923E-04
-5.60000E+02	-5.59997E+02	1.00000E+04	2.11954E+02	1.99586E+00	-3.65124E+05	1.74356E+00	4.35892E-11	4.35892E-11	-1.38923E-04
-5.70000E+02	-5.69999E+02	5.00000E+02	1.71316E+04	2.70417E+02	-7.29280E+06	9.84004E+02	4.36471E-11	4.36469E-11	-1.42016E-04
-5.70000E+02	-5.69999E+02	1.00000E+03	4.94993E+03	1.12319E+02	-3.64798E+06	7.93473E+01	4.36283E-11	4.36282E-11	-1.42016E-04
-5.70000E+02	-5.69999E+02	1.00000E+04	2.10983E+02	1.47999E+00	-3.65123E+05	2.75681E+00	4.35894E-11	4.35894E-11	-1.42016E-04
-5.80000E+02	-5.79987E+02	5.00000E+02	1.69861E+04	7.06439E+02	-7.29223E+06	7.53445E+02	4.36506E-11	4.36503E-11	-1.45398E-04
-5.80000E+02	-5.79987E+02	1.00000E+03	4.98468E+03	3.93049E+01	-3.64792E+06	9.17824E+01	4.36289E-11	4.36288E-11	-1.45398E-04
-5.80000E+02	-5.79987E+02	1.00000E+04	2.11560E+02	1.43892E+00	-3.65124E+05	2.03961E+00	4.35893E-11	4.35892E-11	-1.45398E-04
-5.90000E+02	-5.89995E+02	5.00000E+02	1.72415E+04	5.53978E+02	-7.29278E+06	5.81068E+02	4.36473E-11	4.36470E-11	-1.48757E-04
-5.90000E+02	-5.89995E+02	1.00000E+03	5.02898E+03	7.50630E+01	-3.64787E+06	8.42378E+01	4.36295E-11	4.36294E-11	-1.48757E-04
-5.90000E+02	-5.89995E+02	1.00000E+04	2.10631E+02	1.27945E+00	-3.65124E+05	1.72047E+00	4.35893E-11	4.35893E-11	-1.48757E-04
-6.00000E+02	-6.00002E+02	5.00000E+02	1.67487E+04	6.83291E+02	-7.29193E+06	9.39234E+02	4.36524E-11	4.36521E-11	-1.52410E-04
-6.00000E+02	-6.00002E+02	1.00000E+03	5.01771E+03	1.00937E+02	-3.64790E+06	1.15655E+02	4.36292E-11	4.36291E-11	-1.52410E-04
-6.00000E+02	-6.00002E+02	1.00000E+04	2.10490E+02	8.38837E-01	-3.65126E+05	1.83303E+00	4.35891E-11	4.35891E-11	-1.52410E-04
-6.10000E+02	-6.09993E+02	5.00000E+02	1.74318E+04	7.08992E+02	-7.29231E+06	8.07777E+02	4.36501E-11	4.36498E-11	-1.56078E-04
-6.10000E+02	-6.09993E+02	1.00000E+03	5.02376E+03	9.49002E+01	-3.64791E+06	1.27906E+02	4.36291E-11	4.36290E-11	-1.56078E-04
-6.10000E+02	-6.09993E+02	1.00000E+04	2.11401E+02	3.16565E+00	-3.65124E+05	2.75681E+00	4.35893E-11	4.35893E-11	-1.56078E-04
-6.20000E+02	-6.20000E+02	5.00000E+02	1.74535E+04	8.92900E+02	-7.29257E+06	9.76373E+02	4.36485E-11	4.36483E-11	-1.59910E-04
-6.20000E+02	-6.20000E+02	1.00000E+03	5.02103E+03	9.40950E+01	-3.64799E+06	1.34462E+02	4.36281E-11	4.36280E-11	-1.59910E-04
-6.20000E+02	-6.20000E+02	1.00000E+04	2.07544E+02	1.90861E+00	-3.65125E+05	1.60000E+00	4.35891E-11	4.35891E-11	-1.59910E-04
-6.30000E+02	-6.30010E+02	5.00000E+02	1.76506E+04	1.00150E+03	-7.29249E+06	4.74468E+02	4.36490E-11	4.36487E-11	-1.63844E-04
-6.30000E+02	-6.30010E+02	1.00000E+03	4.97345E+03	1.00451E+02	-3.64806E+06	1.72209E+02	4.36273E-11	4.36272E-11	-1.63844E-04
-6.30000E+02	-6.30010E+02	1.00000E+04	2.07187E+02	1.57551E+00	-3.65128E+05	1.46969E+00	4.35888E-11	4.35888E-11	-1.63844E-04
-6.40000E+02	-6.40016E+02	5.00000E+02	1.72077E+04	7.78462E+02	-7.29272E+06	1.25130E+03	4.36476E-11	4.36474E-11	-1.67940E-04
-6.40000E+02	-6.40016E+02	1.00000E+03	5.01323E+03	9.25911E+01	-3.64800E+06	2.03961E+01	4.36280E-11	4.36279E-11	-1.67940E-04
-6.40000E+02	-6.40016E+02	1.00000E+04	2.08154E+02	2.12794E+00	-3.65127E+05	2.65330E+00	4.35889E-11	4.35889E-11	-1.67940E-04
-6.50000E+02	-6.50003E+02	5.00000E+02	1.68994E+04	2.67921E+02	-7.29279E+06	7.28571E+02	4.36472E-11	4.36470E-11	-1.72006E-04
-6.50000E+02	-6.50003E+02	1.00000E+03	4.93330E+03	4.04873E+01	-3.64805E+06	7.39189E+01	4.36274E-11	4.36273E-11	-1.72006E-04
-6.50000E+02	-6.50003E+02	1.00000E+04	2.07692E+02	2.14433E+00	-3.65127E+05	1.49666E+00	4.35890E-11	4.35890E-11	-1.72006E-04
-6.60000E+02	-6.60012E+02	5.00000E+02	1.76790E+04	8.01576E+02	-7.29280E+06	9.35115E+02	4.36471E-11	4.36469E-11	-1.76152E-04
-6.60000E+02	-6.60012E+02	1.00000E+03	5.00736E+03	7.68871E+01	-3.64810E+06	5.16140E+01	4.36268E-11	4.36267E-11	-1.76152E-04
-6.60000E+02	-6.60012E+02	1.00000E+04	2.05341E+02	3.76695E+00	-3.65131E+05	2.48193E+00	4.35885E-11	4.35885E-11	-1.76152E-04
-6.70000E+02	-6.70019E+02	5.00000E+02	1.74084E+04	9.29107E+02	-7.29294E+06	4.87705E+02	4.36463E-11	4.36461E-11	-1.80468E-04
-6.70000E+02	-6.70019E+02	1.00000E+03	4.91643E+03	7.86602E+01	-3.64815E+06	5.56417E+01	4.36262E-11	4.36262E-11	-1.80468E-04
-6.70000E+02	-6.70019E+02	1.00000E+04	2.05478E+02	1.38606E+00	-3.65129E+05	2.52982E+00	4.35887E-11	4.35887E-11	-1.80468E-04
-6.80000E+02	-6.80008E+02	5.00000E+02	1.73325E+04	7.72004E+02	-7.29280E+06	1.06690E+03	4.36471E-11	4.36469E-11	-1.84881E-04
-6.80000E+02	-6.80008E+02	1.00000E+03	4.92359E+03	1.23681E+02	-3.64818E+06	7.57364E+01	4.36258E-11	4.36257E-11	-1.84881E-04
-6.80000E+02	-6.80008E+02	1.00000E+04	2.03763E+02	3.10019E+00	-3.65130E+05	2.71293E+00	4.35885E-11	4.35885E-11	-1.84881E-04
-6.90000E+02	-6.90013E+02	5.00000E+02	1.71758E+04	6.16833E+02	-7.29273E+06	6.87971E+02	4.36475E-11	4.36473E-11	-1.89224E-04
-6.90000E+02	-6.90013E+02	1.00000E+03	4.84383E+03	5.24882E+01	-3.64821E+06	6.40625E+01	4.36254E-11	4.36254E-11	-1.89224E-04
-6.90000E+02	-6.90013E+02	1.00000E+04	2.03984E+02	1.06641E+00	-3.65129E+05	1.89737E+00	4.35887E-11	4.35887E-11	-1.89224E-04
-7.00000E+02	-7.00021E+02	5.00000E+02	1.69027E+04	6.13829E+02	-7.29333E+06	4.62878E+02	4.36440E-11	4.36437E-11	-1.93832E-04
-7.00000E+02	-7.00021E+02	1.00000E+03	4.84168E+03	1.05450E+02	-3.64824E+06	5.71314E+01	4.36252E-11	4.36251E-11	-1.93832E-04
-7.00000E+02	-7.00021E+02	1.00000E+04	2.02589E+02	6.61869E-01	-3.65131E+05	2.31517E+00	4.35885E-11	4.35885E-11	-1.93832E-04
-7.10000E+02	-7.10008E+02	5.00000E+02	1.77449E+04	3.54567E+02	-7.29304E+06	6.66045E+02	4.36457E-11	4.36455E-11	-1.98258E-04
-7.10000E+02	-7.10008E+02	1.00000E+03	4.80571E+03	1.13966E+02	-3.64819E+06	5.34416E+01	4.36257E-11	4.36256E-11	-1.98258E-04
-7.10000E+02	-7.10008E+02	1.00000E+04	2.02399E+02	7.46763E-01	-3.65131E+05	1.62481E+00	4.35885E-11	4.35885E-11	-1.98258E-04
-7.20000E+02	-7.20007E+02	5.00000E+02	1.68385E+04	3.34305E+02	-7.29309E+06	1.08715E+03	4.36454E-11	4.36452E-11	-2.02679E-04
-7.20000E+02	-7.20007E+02	1.00000E+03	4.84881E+03	1.17271E+02	-3.64823E+06	1.03073E+02	4.36252E-11	4.36251E-11	-2.02679E-04
-7.20000E+02	-7.20007E+02	1.00000E+04	1.99904E+02	9.33495E-01	-3.65131E+05	1.32665E+00	4.35884E-11	4.35884E-11	-2.02679E-04
-7.30000E+02	-7.30016E+02	5.00000E+02	1.65884E+04	6.61321E+02	-7.29287E+06	2.98490E+02	4.36467E-11	4.36465E-11	-2.07169E-04
-7.30000E+02	-7.30016E+02	1.00000E+03	4.83358E+03	1.56544E+02	-3.64833E+06	1.02450E+02	4.36240E-11	4.36240E-11	-2.07169E-04
-7.30000E+02	-7.30016E+02	1.00000E+04	2.00407E+02	1.16912E+00	-3.65133E+05	1.35647E+00	4.35883E-11	4.35882E-11	-2.07169E-04
-7.40000E+02	-7.40005E+02	5.00000E+02	1.68126E+04	8.69506E+02	-7.29343E+06	8.94078E+02	4.36434E-11	4.36432E-11	-2.11688E-04
-7.40000E+02	-7.40005E+02	1.00000E+03	4.85134E+03	8.24018E+01	-3.64834E+06	8.97552E+01	4.36240E-11	4.36239E-11	-2.11688E-04
-7.40000E+02	-7.40005E+02	1.00000E+04	2.01295E+02	1.74627E+00	-3.65141E+05	1.35204E+01	4.35873E-11	4.35872E-11	-2.11688E-04
-7.50000E+02	-7.50007E+02	5.00000E+02	1.72256E+04	9.68762E+02	-7.29345E+06	6.63705E+02	4.36432E-11	4.36430E-11	-2.16230E-04
-7.50000E+02	-7.50007E+02	1.00000E+03	4.83169E+03	4.23004E+01	-3.64823E+06	6.61513E+01	4.36253E-11	4.36252E-11	-2.16230E-04
-7.50000E+02	-7.50007E+02	1.00000E+04	2.00643E+02	1.19525E+00	-3.65134E+05	1.26491E+00	4.35881E-11	4.35881E-11	-2.16230E-04
-7.60000E+02	-7.60015E+02	5.00000E+02	1.69141E+04	5.50299E+02	-7.29331E+06	8.28744E+02	4.36441E-11	4.36438E-11	-2.20890E-04
-7.60000E+02	-7.60015E+02	1.00000E+03	4.78051E+03	8.59113E+01	-3.64837E+06	7.08237E+01	4.36236E-11	4.36235E-11	-2.20890E-04
-7.60000E+02	-7.60015E+02	1.00000E+04	1.96798E+02	1.50120E+00	-3.65134E+05	1.35647E+00	4.35880E-11	4.35880E-11	-2.20890E-04
-7.70000E+02	-7.70004E+02	5.00000E+02	1.71732E+04	1.08534E+03	-7.29379E+06	8.04999E+02	4.36412E-11	4.36410E-11	-2.25443E-04
-7.70000E+02	-7.70004E+02	1.00000E+03	4.80151E+03	1.60057E+02	-3.64832E+06	8.40476E+01	4.36242E-11	4.36241E-11	-2.25443E-04
-7.70000E+02	-7.70004E+02	1.00000E+04	1.97238E+02	1.23368E+00	-3.65135E+05	1.60000E+00	4.35880E-11	4.35880E-11	-2.25443E-04
-7.80000E+02	-7.80011E+02	5.00000E+02	1.70516E+04	9.46760E+02	-7.29352E+06	8.12739E+02	4.36428E-11	4.36426E-11	-2.30097E-04
-7.80000E+02	-7.80011E+02	1.00000E+03	4.66703E+03	8.49869E+01	-3.64841E+06	9.67471E+01	4.36231E-11	4.36230E-11	-2.30097E-04
-7.80000E+02	-7.80011E+02	1.00000E+04	1.94451E+02	1.75665E+00	-3.65134E+05	2.13542E+00	4.35881E-11	4.35881E-11	-2.30097E-04
-7.90000E+02	-7.90019E+02	5.00000E+02	1.66591E+04	2.68378E+02	-7.29396E+06	6.98770E+02	4.36402E-11	4.36400E-11	-2.34883E-04
-7.90000E+02	-7.90019E+02	1.00000E+03	4.70598E+03	1.54785E+02	-3.64841E+06	4.66476E+01	4.36231E-11	4.36230E-11	-2.34883E-04
-7.90000E+02	-7.90019E+02	1.00000E+04	1.95648E+02	3.68971E-01	-3.65134E+05	7.48331E-01	4.35881E-11	4.35881E-11	-2.34883E-04
-8.00000E+02	-8.00005E+02	5.00000E+02	1.70590E+04	4.18905E+02	-7.29342E+06	4.44225E+02	4.36434E-11	4.36432E-11	-2.39446E-04
-8.00000E+02	-8.00005E+02	1.00000E+03	4.66676E+03	2.13775E+02	-3.64839E+06	1.13947E+02	4.36234E-11	4.36233E-11	-2.39446E-04
-8.00000E+02	-8.00005E+02	1.00000E+04	1.94196E+02	1.64505E+00	-3.65137E+05	3.03315E+00	4.35877E-11	4.35877E-11	-2.39446E-04
-8.10000E+02	-8.10011E+02	5.00000E+02	1.70643E+04	5.80333E+02	-7.29414E+06	6.90826E+02	4.36391E-11	4.36389E-11	-2.44241E-04
-8.10000E+02	-8.10011E+02	1.00000E+03	4.61205E+03	1.21671E+02	-3.64848E+06	7.11618E+01	4.36223E-11	4.36222E-11	-2.44241E-04
-8.10000E+02	-8.10011E+02	1.00000E+04	1.93677E+02	1.48453E+00	-3.65138E+05	1.32665E+00	4.35876E-11	4.35876E-11	-2.44241E-04
-8.20000E+02	-8.20020E+02	5.00000E+02	1.70244E+04	6.09590E+02	-7.29336E+06	1.10903E+03	4.36438E-11	4.36436E-11	-2.48984E-04
-8.20000E+02	-8.20020E+02	1.00000E+03	4.74279E+03	6.47545E+01	-3.64852E+06	5.04381E+01	4.36217E-11	4.36217E-11	-2.48984E-04
-8.20000E+02	-8.20020E+02	1.00000E+04	1.92328E+02	2.27650E+00	-3.65137E+05	1.72047E+00	4.35878E-11	4.35877E-11	-2.48984E-04
-8.30000E+02	-8.30008E+02	5.00000E+02	1.67416E+04	8.26246E+02	-7.29416E+06	5.50542E+02	4.36390E-11	4.36388E-11	-2.53705E-04
-8.30000E+02	-8.30008E+02	1.00000E+03	4.68546E+03	6.07537E+01	-3.64856E+06	6.95701E+01	4.36213E-11	4.36212E-11	-2.53705E-04
-8.30000E+02	-8.30008E+02	1.00000E+04	1.92223E+02	2.68908E+00	-3.65138E+05	2.31517E+00	4.35876E-11	4.35876E-11	-2.53705E-04
-8.40000E+02	-8.40011E+02	5.00000E+02	1.65736E+04	7.15861E+02	-7.29340E+06	8.32404E+02	4.36435E-11	4.36433E-11	-2.58495E-04
-8.40000E+02	-8.40011E+02	1.00000E+03	4.69913E+03	9.82338E+01	-3.64862E+06	2.22711E+01	4.36206E-11	4.36205E-11	-2.58495E-04
-8.40000E+02	-8.40011E+02	1.00000E+04	1.92026E+02	1.26652E+00	-3.65137E+05	1.54919E+00	4.35877E-11	4.35877E-11	-2.58495E-04
-8.50000E+02	-8.50012E+02	5.00000E+02	1.67571E+04	6.36833E+02	-7.29409E+06	7.23978E+02	4.36394E-11	4.36392E-11	-2.63412E-04
-8.50000E+02	-8.50012E+02	1.00000E+03	4.67897E+03	1.07842E+02	-3.64856E+06	1.13596E+02	4.36213E-11	4.36212E-11	-2.63412E-04
-8.50000E+02	-8.50012E+02	1.00000E+04	1.91842E+02	1.80754E+00	-3.65139E+05	1.60000E+00	4.35875E-11	4.35875E-11	-2.63412E-04
-8.60000E+02	-8.59998E+02	5.00000E+02	1.69866E+04	7.54968E+02	-7.29463E+06	5.56360E+02	4.36362E-11	4.36360E-11	-2.68303E-04
-8.60000E+02	-8.59998E+02	1.00000E+03	4.74399E+03	7.50494E+01	-3.64855E+06	1.44637E+02	4.36214E-11	4.36213E-11	-2.68303E-04
-8.60000E+02	-8.59998E+02	1.00000E+04	1.88845E+02	1.11241E+00	-3.65140E+05	9.79796E-01	4.35874E-11	4.35874E-11	-2.68303E-04
-8.70000E+02	-8.69997E+02	5.00000E+02	1.69803E+04	5.09142E+02	-7.29376E+06	6.91751E+02	4.36414E-11	4.36412E-11	-2.73264E-04
-8.70000E+02	-8.69997E+02	1.00000E+03	4.69890E+03	1.24802E+02	-3.64859E+06	1.03615E+02	4.36209E-11	4.36208E-11	-2.73264E-04
-8.70000E+02	-8.69997E+02	1.00000E+04	1.88869E+02	1.85339E+00	-3.65139E+05	7.48331E-01	4.35875E-11	4.35875E-11	-2.73264E-04
-8.80000E+02	-8.79999E+02	5.00000E+02	1.74486E+04	4.97032E+02	-7.29432E+06	8.50238E+02	4.36381E-11	4.36378E-11	-2.78218E-04
-8.80000E+02	-8.79999E+02	1.00000E+03	4.68018E+03	4.11377E+01	-3.64864E+06	1.33955E+02	4.36204E-11	4.36203E-11	-2.78218E-04
-8.80000E+02	-8.79999E+02	1.00000E+04	1.87217E+02	1.14098E+00	-3.65140E+05	2.22711E+00	4.35874E-11	4.35873E-11	-2.78218E-04
-8.90000E+02	-8.89984E+02	5.00000E+02	1.63801E+04	5.94913E+02	-7.29414E+06	1.19711E+03	4.36391E-11	4.36389E-11	-2.83434E-04
-8.90000E+02	-8.89984E+02	1.00000E+03	4.62558E+03	9.37639E+01	-3.64873E+06	7.08802E+01	4.36193E-11	4.36192E-11	-2.83434E-04
-8.90000E+02	-8.89984E+02	1.00000E+04	1.88067E+02	1.52961E+00	-3.65141E+05	8.94427E-01	4.35873E-11	4.35872E-11	-2.83434E-04
-9.00000E+02	-8.99985E+02	5.00000E+02	1.67919E+04	1.01464E+03	-7.29399E+06	7.02094E+02	4.36400E-11	4.36398E-11	-2.88515E-04
-9.00000E+02	-8.99985E+02	1.00000E+03	4.59993E+03	9.99014E+01	-3.64872E+06	9.52050E+01	4.36193E-11	4.36193E-11	-2.88515E-04
-9.00000E+02	-8.99985E+02	1.00000E+04	1.86225E+02	1.49893E+00	-3.65141E+05	8.00000E-01	4.35873E-11	4.35873E-11	-2.88515E-04
-9.10000E+02	-9.09991E+02	5.00000E+02	1.71353E+04	1.01354E+03	-7.29399E+06	7.30578E+02	4.36400E-11	4.36398E-11	-2.93703E-04
-9.10000E+02	-9.09991E+02	1.00000E+03	4.64589E+03	9.53687E+01	-3.64865E+06	9.38936E+01	4.36203E-11	4.36202E-11	-2.93703E-04
-9.10000E+02	-9.09991E+02	1.00000E+04	1.85118E+02	1.83272E+00	-3.65142E+05	1.09545E+00	4.35871E-11	4.35871E-11	-2.93703E-04
-9.20000E+02	-9.19979E+02	5.00000E+02	1.74621E+04	1.10782E+03	-7.29467E+06	6.78133E+02	4.36359E-11	4.36357E-11	-2.99091E-04
-9.20000E+02	-9.19979E+02	1.00000E+03	4.63074E+03	4.42359E+01	-3.64873E+06	1.20830E+02	4.36193E-11	4.36192E-11	-2.99091E-04
-9.20000E+02	-9.19979E+02	1.00000E+04	1.85024E+02	1.06211E+00	-3.65144E+05	7.48331E-01	4.35869E-11	4.35869E-11	-2.99091E-04
-9.30000E+02	-9.29986E+02	5.00000E+02	1.65189E+04	8.92623E+02	-7.29417E+06	1.29409E+03	4.36390E-11	4.36387E-11	-3.04656E-04
-9.30000E+02	-9.29986E+02	1.00000E+03	4.62438E+03	1.25273E+02	-3.64884E+06	1.05565E+02	4.36180E-11	4.36179E-11	-3.04656E-04
-9.30000E+02	-9.29986E+02	1.00000E+04	1.84179E+02	8.02893E-01	-3.65144E+05	1.62481E+00	4.35869E-11	4.35868E-11	-3.04656E-04
-9.40000E+02	-9.39994E+02	5.00000E+02	1.74771E+04	3.78553E+02	-7.29431E+06	7.52526E+02	4.36381E-11	4.36379E-11	-3.09854E-04
-9.40000E+02	-9.39994E+02	1.00000E+03	4.60988E+03	4.20748E+01	-3.64876E+06	1.07033E+02	4.36189E-11	4.36188E-11	-3.09854E-04
-9.40000E+02	-9.39994E+02	1.00000E+04	1.83994E+02	1.66372E+00	-3.65144E+05	1.85472E+00	4.35869E-11	4.35868E-11	-3.09854E-04
-9.50000E+02	-9.49998E+02	5.00000E+02	1.62942E+04	8.21808E+02	-7.29470E+06	5.61227E+02	4.36358E-11	4.36355E-11	-3.15365E-04
-9.50000E+02	-9.49998E+02	1.00000E+03	4.69594E+03	4.18824E+01	-3.64877E+06	1.09289E+02	4.36187E-11	4.36187E-11	-3.15365E-04
-9.50000E+02	-9.49998E+02	1.00000E+04	1.83034E+02	1.41871E+00	-3.65145E+05	1.35647E+00	4.35867E-11	4.35867E-11	-3.15365E-04
-9.60000E+02	-9.59987E+02	5.00000E+02	1.61548E+04	8.60997E+02	-7.29488E+06	8.84389E+02	4.36347E-11	4.36345E-11	-3.20961E-04
-9.60000E+02	-9.59987E+02	1.00000E+03	4.57123E+03	9.90847E+01	-3.64883E+06	9.93177E+01	4.36180E-11	4.36180E-11	-3.20961E-04
-9.60000E+02	-9.59987E+02	1.00000E+04	1.82307E+02	1.34552E+00	-3.65144E+05	8.94427E-01	4.35869E-11	4.35869E-11	-3.20961E-04
-9.70000E+02	-9.69995E+02	5.00000E+02	1.70324E+04	5.53831E+02	-7.29464E+06	8.47882E+02	4.36362E-11	4.36359E-11	-3.26813E-04
-9.70000E+02	-9.69995E+02	1.00000E+03	4.68516E+03	7.58994E+01	-3.64884E+06	7.96492E+01	4.36180E-11	4.36179E-11	-3.26813E-04
-9.70000E+02	-9.69995E+02	1.00000E+04	1.82314E+02	1.64323E+00	-3.65146E+05	1.46969E+00	4.35867E-11	4.35867E-11	-3.26813E-04
-9.80000E+02	-9.80004E+02	5.00000E+02	1.76331E+04	9.45754E+02	-7.29491E+06	6.45972E+02	4.36345E-11	4.36343E-11	-3.32706E-04
-9.80000E+02	-9.80004E+02	1.00000E+03	4.57948E+03	6.53583E+01	-3.64892E+06	1.15862E+02	4.36170E-11	4.36169E-11	-3.32706E-04
-9.80000E+02	-9.80004E+02	1.00000E+04	1.82370E+02	1.77330E+00	-3.65145E+05	1.93907E+00	4.35868E-11	4.35868E-11	-3.32706E-04
-9.90000E+02	-9.89988E+02	5.00000E+02	1.67827E+04	6.50581E+02	-7.29435E+06	9.72967E+02	4.36378E-11	4.36376E-11	-3.38692E-04
-9.90000E+02	-9.89988E+02	1.00000E+03	4.64137E+03	1.03140E+02	-3.64881E+06	1.13596E+02	4.36183E-11	4.36182E-11	-3.38692E-04
-9.90000E+02	-9.89988E+02	1.00000E+04	1.79319E+02	1.57795E+00	-3.65148E+05	1.72047E+00	4.35864E-11	4.35864E-11	-3.38692E-04
