[14:44:30] [INFO ]  	
[14:44:30] [INFO ]  
[14:44:30] [INFO ]  ------------------------------------------
[14:44:30] [INFO ]  Single CV Measurement
[14:44:30] [INFO ]  ------------------------------------------
[14:44:30] [INFO ]  Measurement of C-V curve for a single cell on the wafer.
[14:44:30] [INFO ]  	
[14:44:30] [INFO ]  Start date          : 2022/03/22 14:44:30
[14:44:30] [INFO ]  User                : silicon
[14:44:30] [INFO ]  Host                : HGC-PC
[14:44:30] [INFO ]  Identifier          : HPK_ProtoA_300042_HD_UR_1.4E16_CV_open
[14:44:30] [INFO ]  Log will be stored to logs/HPK_ProtoA_300042_HD_UR_1.4E16_CV_open/01_20220322_144430/log.txt
[14:44:30] [INFO ]  	
[14:44:30] [INFO ]  Initialising device.
[14:44:30] [INFO ]  KEITHLEY INSTRUMENTS INC.,MODEL 2410,0804779,C33   Mar 31 2015 09:32:39/A02  /F/H
[14:44:30] [INFO ]  Initialising device.
[14:44:30] [INFO ]  Agilent Technologies,E4980A,MY46310732,A.06.15
[14:44:31] [INFO ]  Power Supply voltage limit:      2.10E+01 V
[14:44:31] [INFO ]  Power Supply current limit:      1.00E-03 A
[14:44:31] [INFO ]  LCR measurement voltage:         5.00E-01 V
[14:44:31] [INFO ]  LCR measurement frequency:       1.00E+03 Hz
[14:44:31] [INFO ]  Voltage Delay:                       3.00 s
[14:44:31] [INFO ]  	
[14:44:31] [INFO ]  	
[14:44:31] [INFO ]  Nominal Voltage [V]	 Measured Voltage [V]	Freq [Hz]	R [Ohm]	R_Err [Ohm]	X [Ohm]	X_Err [Ohm]	Cs [F]	Cp [F]	Total Current [A]
[14:50:03] [INFO ]  -3.80E+02	-3.80E+02	1.00E+04	2.32E+02	1.95E+00	-3.65E+05	7.48E-01	4.359E-11	4.359E-11	-9.29E-05
[14:50:09] [INFO ]  -3.90E+02	-3.90E+02	5.00E+02	1.67E+04	4.37E+02	-7.29E+06	7.82E+02	4.366E-11	4.366E-11	-9.53E-05
[14:50:11] [INFO ]  -3.90E+02	-3.90E+02	1.00E+03	5.01E+03	9.10E+01	-3.65E+06	5.31E+01	4.363E-11	4.363E-11	-9.53E-05
[14:50:12] [INFO ]  -3.90E+02	-3.90E+02	1.00E+04	2.32E+02	9.48E-01	-3.65E+05	1.67E+00	4.359E-11	4.359E-11	-9.53E-05
[14:50:18] [INFO ]  -4.00E+02	-4.00E+02	5.00E+02	1.69E+04	8.84E+02	-7.29E+06	4.77E+02	4.365E-11	4.365E-11	-9.77E-05
[14:50:19] [INFO ]  -4.00E+02	-4.00E+02	1.00E+03	5.07E+03	1.05E+02	-3.65E+06	1.15E+02	4.363E-11	4.363E-11	-9.77E-05
[14:50:21] [INFO ]  -4.00E+02	-4.00E+02	1.00E+04	2.32E+02	2.10E+00	-3.65E+05	2.14E+00	4.359E-11	4.359E-11	-9.77E-05
[14:50:27] [INFO ]  -4.10E+02	-4.10E+02	5.00E+02	1.51E+04	1.02E+03	-7.29E+06	8.96E+02	4.366E-11	4.366E-11	-1.01E-04
[14:50:28] [INFO ]  -4.10E+02	-4.10E+02	1.00E+03	4.96E+03	1.00E+02	-3.65E+06	7.93E+01	4.364E-11	4.364E-11	-1.01E-04
[14:50:29] [INFO ]  -4.10E+02	-4.10E+02	1.00E+04	2.32E+02	2.76E+00	-3.65E+05	2.06E+00	4.359E-11	4.359E-11	-1.01E-04
[14:50:36] [INFO ]  -4.20E+02	-4.18E+02	5.00E+02	1.49E+04	1.22E+03	-7.29E+06	5.98E+02	4.365E-11	4.365E-11	-1.19E-04
[14:50:37] [INFO ]  -4.20E+02	-4.18E+02	1.00E+03	4.97E+03	1.70E+02	-3.65E+06	1.39E+02	4.363E-11	4.363E-11	-1.19E-04
[14:50:38] [INFO ]  -4.20E+02	-4.18E+02	1.00E+04	2.14E+02	1.14E+00	-3.65E+05	1.36E+00	4.359E-11	4.359E-11	-1.19E-04
[14:50:44] [INFO ]  -4.30E+02	-4.30E+02	5.00E+02	1.74E+04	8.19E+02	-7.29E+06	9.76E+02	4.365E-11	4.365E-11	-1.04E-04
[14:50:46] [INFO ]  -4.30E+02	-4.30E+02	1.00E+03	5.06E+03	9.54E+01	-3.65E+06	1.01E+02	4.363E-11	4.363E-11	-1.04E-04
[14:50:47] [INFO ]  -4.30E+02	-4.30E+02	1.00E+04	2.15E+02	1.69E+00	-3.65E+05	1.60E+00	4.359E-11	4.359E-11	-1.04E-04
[14:50:53] [INFO ]  -4.40E+02	-4.40E+02	5.00E+02	1.77E+04	6.94E+02	-7.29E+06	7.66E+02	4.365E-11	4.365E-11	-1.06E-04
[14:50:55] [INFO ]  -4.40E+02	-4.40E+02	1.00E+03	5.11E+03	8.72E+01	-3.65E+06	1.18E+02	4.363E-11	4.363E-11	-1.06E-04
[14:50:56] [INFO ]  -4.40E+02	-4.40E+02	1.00E+04	2.13E+02	6.88E-01	-3.65E+05	1.50E+00	4.359E-11	4.359E-11	-1.06E-04
[14:51:02] [INFO ]  -4.50E+02	-4.50E+02	5.00E+02	1.78E+04	1.20E+03	-7.29E+06	5.71E+02	4.365E-11	4.365E-11	-1.09E-04
[14:51:03] [INFO ]  -4.50E+02	-4.50E+02	1.00E+03	4.99E+03	1.00E+02	-3.65E+06	1.42E+02	4.363E-11	4.363E-11	-1.09E-04
[14:51:05] [INFO ]  -4.50E+02	-4.50E+02	1.00E+04	2.13E+02	1.64E+00	-3.65E+05	2.58E+00	4.359E-11	4.359E-11	-1.09E-04
[14:51:11] [INFO ]  -4.60E+02	-4.60E+02	5.00E+02	1.76E+04	4.65E+02	-7.29E+06	4.74E+02	4.365E-11	4.365E-11	-1.11E-04
[14:51:12] [INFO ]  -4.60E+02	-4.60E+02	1.00E+03	5.04E+03	5.87E+01	-3.65E+06	1.04E+02	4.363E-11	4.363E-11	-1.11E-04
[14:51:13] [INFO ]  -4.60E+02	-4.60E+02	1.00E+04	2.14E+02	1.92E+00	-3.65E+05	2.64E+00	4.359E-11	4.359E-11	-1.11E-04
[14:51:19] [INFO ]  -4.70E+02	-4.70E+02	5.00E+02	1.79E+04	5.96E+02	-7.29E+06	9.00E+02	4.366E-11	4.366E-11	-1.14E-04
[14:51:21] [INFO ]  -4.70E+02	-4.70E+02	1.00E+03	5.02E+03	1.11E+02	-3.65E+06	5.44E+01	4.363E-11	4.363E-11	-1.14E-04
[14:51:22] [INFO ]  -4.70E+02	-4.70E+02	1.00E+04	2.14E+02	1.20E+00	-3.65E+05	1.74E+00	4.359E-11	4.359E-11	-1.14E-04
[14:51:28] [INFO ]  -4.80E+02	-4.80E+02	5.00E+02	1.76E+04	5.61E+02	-7.29E+06	3.77E+02	4.365E-11	4.365E-11	-1.16E-04
[14:51:29] [INFO ]  -4.80E+02	-4.80E+02	1.00E+03	5.09E+03	1.67E+02	-3.65E+06	8.98E+01	4.363E-11	4.363E-11	-1.16E-04
[14:51:31] [INFO ]  -4.80E+02	-4.80E+02	1.00E+04	2.14E+02	1.53E+00	-3.65E+05	1.36E+00	4.359E-11	4.359E-11	-1.16E-04
[14:51:37] [INFO ]  -4.90E+02	-4.90E+02	5.00E+02	1.74E+04	7.02E+02	-7.29E+06	9.87E+02	4.365E-11	4.365E-11	-1.19E-04
[14:51:38] [INFO ]  -4.90E+02	-4.90E+02	1.00E+03	5.11E+03	1.40E+02	-3.65E+06	1.32E+02	4.363E-11	4.363E-11	-1.19E-04
[14:51:39] [INFO ]  -4.90E+02	-4.90E+02	1.00E+04	2.12E+02	1.29E+00	-3.65E+05	2.48E+00	4.359E-11	4.359E-11	-1.19E-04
[14:51:46] [INFO ]  -5.00E+02	-5.00E+02	5.00E+02	1.75E+04	4.34E+02	-7.29E+06	1.08E+03	4.365E-11	4.365E-11	-1.21E-04
[14:51:47] [INFO ]  -5.00E+02	-5.00E+02	1.00E+03	5.09E+03	9.29E+01	-3.65E+06	7.71E+01	4.363E-11	4.363E-11	-1.21E-04
[14:51:48] [INFO ]  -5.00E+02	-5.00E+02	1.00E+04	2.13E+02	1.47E+00	-3.65E+05	7.48E-01	4.359E-11	4.359E-11	-1.21E-04
[14:51:54] [INFO ]  -5.10E+02	-5.10E+02	5.00E+02	1.80E+04	8.88E+02	-7.29E+06	7.29E+02	4.366E-11	4.365E-11	-1.24E-04
[14:51:56] [INFO ]  -5.10E+02	-5.10E+02	1.00E+03	5.08E+03	8.84E+01	-3.65E+06	1.23E+02	4.363E-11	4.363E-11	-1.24E-04
[14:51:57] [INFO ]  -5.10E+02	-5.10E+02	1.00E+04	2.13E+02	1.62E+00	-3.65E+05	1.17E+00	4.359E-11	4.359E-11	-1.24E-04
[14:52:03] [INFO ]  -5.20E+02	-5.20E+02	5.00E+02	1.71E+04	1.03E+03	-7.29E+06	3.06E+02	4.365E-11	4.365E-11	-1.27E-04
[14:52:04] [INFO ]  -5.20E+02	-5.20E+02	1.00E+03	5.08E+03	8.00E+01	-3.65E+06	5.82E+01	4.363E-11	4.363E-11	-1.27E-04
[14:52:06] [INFO ]  -5.20E+02	-5.20E+02	1.00E+04	2.13E+02	2.78E+00	-3.65E+05	1.33E+00	4.359E-11	4.359E-11	-1.27E-04
[14:52:12] [INFO ]  -5.30E+02	-5.30E+02	5.00E+02	1.73E+04	5.61E+02	-7.29E+06	1.12E+03	4.365E-11	4.365E-11	-1.30E-04
[14:52:13] [INFO ]  -5.30E+02	-5.30E+02	1.00E+03	5.08E+03	5.13E+01	-3.65E+06	1.49E+02	4.363E-11	4.363E-11	-1.30E-04
[14:52:14] [INFO ]  -5.30E+02	-5.30E+02	1.00E+04	2.12E+02	1.50E+00	-3.65E+05	1.47E+00	4.359E-11	4.359E-11	-1.30E-04
[14:52:20] [INFO ]  -5.40E+02	-5.40E+02	5.00E+02	1.74E+04	6.34E+02	-7.29E+06	8.95E+02	4.365E-11	4.365E-11	-1.33E-04
[14:52:22] [INFO ]  -5.40E+02	-5.40E+02	1.00E+03	5.02E+03	1.32E+02	-3.65E+06	1.13E+02	4.363E-11	4.363E-11	-1.33E-04
[14:52:23] [INFO ]  -5.40E+02	-5.40E+02	1.00E+04	2.13E+02	2.19E+00	-3.65E+05	2.87E+00	4.359E-11	4.359E-11	-1.33E-04
[14:52:29] [INFO ]  -5.50E+02	-5.50E+02	5.00E+02	1.69E+04	5.37E+02	-7.29E+06	7.52E+02	4.365E-11	4.365E-11	-1.36E-04
[14:52:31] [INFO ]  -5.50E+02	-5.50E+02	1.00E+03	5.09E+03	8.51E+01	-3.65E+06	1.10E+02	4.363E-11	4.363E-11	-1.36E-04
[14:52:32] [INFO ]  -5.50E+02	-5.50E+02	1.00E+04	2.12E+02	2.02E+00	-3.65E+05	1.41E+00	4.359E-11	4.359E-11	-1.36E-04
[14:52:38] [INFO ]  -5.60E+02	-5.60E+02	5.00E+02	1.70E+04	6.69E+02	-7.29E+06	5.11E+02	4.365E-11	4.365E-11	-1.39E-04
[14:52:39] [INFO ]  -5.60E+02	-5.60E+02	1.00E+03	5.02E+03	8.63E+01	-3.65E+06	1.26E+02	4.363E-11	4.363E-11	-1.39E-04
[14:52:40] [INFO ]  -5.60E+02	-5.60E+02	1.00E+04	2.12E+02	2.00E+00	-3.65E+05	1.74E+00	4.359E-11	4.359E-11	-1.39E-04
[14:52:47] [INFO ]  -5.70E+02	-5.70E+02	5.00E+02	1.71E+04	2.70E+02	-7.29E+06	9.84E+02	4.365E-11	4.365E-11	-1.42E-04
[14:52:48] [INFO ]  -5.70E+02	-5.70E+02	1.00E+03	4.95E+03	1.12E+02	-3.65E+06	7.93E+01	4.363E-11	4.363E-11	-1.42E-04
[14:52:49] [INFO ]  -5.70E+02	-5.70E+02	1.00E+04	2.11E+02	1.48E+00	-3.65E+05	2.76E+00	4.359E-11	4.359E-11	-1.42E-04
[14:52:55] [INFO ]  -5.80E+02	-5.80E+02	5.00E+02	1.70E+04	7.06E+02	-7.29E+06	7.53E+02	4.365E-11	4.365E-11	-1.45E-04
[14:52:57] [INFO ]  -5.80E+02	-5.80E+02	1.00E+03	4.98E+03	3.93E+01	-3.65E+06	9.18E+01	4.363E-11	4.363E-11	-1.45E-04
[14:52:58] [INFO ]  -5.80E+02	-5.80E+02	1.00E+04	2.12E+02	1.44E+00	-3.65E+05	2.04E+00	4.359E-11	4.359E-11	-1.45E-04
[14:53:04] [INFO ]  -5.90E+02	-5.90E+02	5.00E+02	1.72E+04	5.54E+02	-7.29E+06	5.81E+02	4.365E-11	4.365E-11	-1.49E-04
[14:53:05] [INFO ]  -5.90E+02	-5.90E+02	1.00E+03	5.03E+03	7.51E+01	-3.65E+06	8.42E+01	4.363E-11	4.363E-11	-1.49E-04
[14:53:06] [INFO ]  -5.90E+02	-5.90E+02	1.00E+04	2.11E+02	1.28E+00	-3.65E+05	1.72E+00	4.359E-11	4.359E-11	-1.49E-04
[14:53:13] [INFO ]  -6.00E+02	-6.00E+02	5.00E+02	1.67E+04	6.83E+02	-7.29E+06	9.39E+02	4.365E-11	4.365E-11	-1.52E-04
[14:53:14] [INFO ]  -6.00E+02	-6.00E+02	1.00E+03	5.02E+03	1.01E+02	-3.65E+06	1.16E+02	4.363E-11	4.363E-11	-1.52E-04
[14:53:15] [INFO ]  -6.00E+02	-6.00E+02	1.00E+04	2.10E+02	8.39E-01	-3.65E+05	1.83E+00	4.359E-11	4.359E-11	-1.52E-04
[14:53:21] [INFO ]  -6.10E+02	-6.10E+02	5.00E+02	1.74E+04	7.09E+02	-7.29E+06	8.08E+02	4.365E-11	4.365E-11	-1.56E-04
[14:53:23] [INFO ]  -6.10E+02	-6.10E+02	1.00E+03	5.02E+03	9.49E+01	-3.65E+06	1.28E+02	4.363E-11	4.363E-11	-1.56E-04
[14:53:24] [INFO ]  -6.10E+02	-6.10E+02	1.00E+04	2.11E+02	3.17E+00	-3.65E+05	2.76E+00	4.359E-11	4.359E-11	-1.56E-04
[14:53:30] [INFO ]  -6.20E+02	-6.20E+02	5.00E+02	1.75E+04	8.93E+02	-7.29E+06	9.76E+02	4.365E-11	4.365E-11	-1.60E-04
[14:53:32] [INFO ]  -6.20E+02	-6.20E+02	1.00E+03	5.02E+03	9.41E+01	-3.65E+06	1.34E+02	4.363E-11	4.363E-11	-1.60E-04
[14:53:33] [INFO ]  -6.20E+02	-6.20E+02	1.00E+04	2.08E+02	1.91E+00	-3.65E+05	1.60E+00	4.359E-11	4.359E-11	-1.60E-04
[14:53:39] [INFO ]  -6.30E+02	-6.30E+02	5.00E+02	1.77E+04	1.00E+03	-7.29E+06	4.74E+02	4.365E-11	4.365E-11	-1.64E-04
[14:53:40] [INFO ]  -6.30E+02	-6.30E+02	1.00E+03	4.97E+03	1.00E+02	-3.65E+06	1.72E+02	4.363E-11	4.363E-11	-1.64E-04
[14:53:42] [INFO ]  -6.30E+02	-6.30E+02	1.00E+04	2.07E+02	1.58E+00	-3.65E+05	1.47E+00	4.359E-11	4.359E-11	-1.64E-04
[14:53:48] [INFO ]  -6.40E+02	-6.40E+02	5.00E+02	1.72E+04	7.78E+02	-7.29E+06	1.25E+03	4.365E-11	4.365E-11	-1.68E-04
[14:53:49] [INFO ]  -6.40E+02	-6.40E+02	1.00E+03	5.01E+03	9.26E+01	-3.65E+06	2.04E+01	4.363E-11	4.363E-11	-1.68E-04
[14:53:51] [INFO ]  -6.40E+02	-6.40E+02	1.00E+04	2.08E+02	2.13E+00	-3.65E+05	2.65E+00	4.359E-11	4.359E-11	-1.68E-04
[14:53:57] [INFO ]  -6.50E+02	-6.50E+02	5.00E+02	1.69E+04	2.68E+02	-7.29E+06	7.29E+02	4.365E-11	4.365E-11	-1.72E-04
[14:53:58] [INFO ]  -6.50E+02	-6.50E+02	1.00E+03	4.93E+03	4.05E+01	-3.65E+06	7.39E+01	4.363E-11	4.363E-11	-1.72E-04
[14:54:00] [INFO ]  -6.50E+02	-6.50E+02	1.00E+04	2.08E+02	2.14E+00	-3.65E+05	1.50E+00	4.359E-11	4.359E-11	-1.72E-04
[14:54:06] [INFO ]  -6.60E+02	-6.60E+02	5.00E+02	1.77E+04	8.02E+02	-7.29E+06	9.35E+02	4.365E-11	4.365E-11	-1.76E-04
[14:54:07] [INFO ]  -6.60E+02	-6.60E+02	1.00E+03	5.01E+03	7.69E+01	-3.65E+06	5.16E+01	4.363E-11	4.363E-11	-1.76E-04
[14:54:08] [INFO ]  -6.60E+02	-6.60E+02	1.00E+04	2.05E+02	3.77E+00	-3.65E+05	2.48E+00	4.359E-11	4.359E-11	-1.76E-04
[14:54:15] [INFO ]  -6.70E+02	-6.70E+02	5.00E+02	1.74E+04	9.29E+02	-7.29E+06	4.88E+02	4.365E-11	4.365E-11	-1.80E-04
[14:54:16] [INFO ]  -6.70E+02	-6.70E+02	1.00E+03	4.92E+03	7.87E+01	-3.65E+06	5.56E+01	4.363E-11	4.363E-11	-1.80E-04
[14:54:17] [INFO ]  -6.70E+02	-6.70E+02	1.00E+04	2.05E+02	1.39E+00	-3.65E+05	2.53E+00	4.359E-11	4.359E-11	-1.80E-04
[14:54:23] [INFO ]  -6.80E+02	-6.80E+02	5.00E+02	1.73E+04	7.72E+02	-7.29E+06	1.07E+03	4.365E-11	4.365E-11	-1.85E-04
[14:54:25] [INFO ]  -6.80E+02	-6.80E+02	1.00E+03	4.92E+03	1.24E+02	-3.65E+06	7.57E+01	4.363E-11	4.363E-11	-1.85E-04
[14:54:26] [INFO ]  -6.80E+02	-6.80E+02	1.00E+04	2.04E+02	3.10E+00	-3.65E+05	2.71E+00	4.359E-11	4.359E-11	-1.85E-04
[14:54:32] [INFO ]  -6.90E+02	-6.90E+02	5.00E+02	1.72E+04	6.17E+02	-7.29E+06	6.88E+02	4.365E-11	4.365E-11	-1.89E-04
[14:54:34] [INFO ]  -6.90E+02	-6.90E+02	1.00E+03	4.84E+03	5.25E+01	-3.65E+06	6.41E+01	4.363E-11	4.363E-11	-1.89E-04
[14:54:35] [INFO ]  -6.90E+02	-6.90E+02	1.00E+04	2.04E+02	1.07E+00	-3.65E+05	1.90E+00	4.359E-11	4.359E-11	-1.89E-04
[14:54:41] [INFO ]  -7.00E+02	-7.00E+02	5.00E+02	1.69E+04	6.14E+02	-7.29E+06	4.63E+02	4.364E-11	4.364E-11	-1.94E-04
[14:54:42] [INFO ]  -7.00E+02	-7.00E+02	1.00E+03	4.84E+03	1.05E+02	-3.65E+06	5.71E+01	4.363E-11	4.363E-11	-1.94E-04
[14:54:44] [INFO ]  -7.00E+02	-7.00E+02	1.00E+04	2.03E+02	6.62E-01	-3.65E+05	2.32E+00	4.359E-11	4.359E-11	-1.94E-04
[14:54:50] [INFO ]  -7.10E+02	-7.10E+02	5.00E+02	1.77E+04	3.55E+02	-7.29E+06	6.66E+02	4.365E-11	4.365E-11	-1.98E-04
[14:54:51] [INFO ]  -7.10E+02	-7.10E+02	1.00E+03	4.81E+03	1.14E+02	-3.65E+06	5.34E+01	4.363E-11	4.363E-11	-1.98E-04
[14:54:53] [INFO ]  -7.10E+02	-7.10E+02	1.00E+04	2.02E+02	7.47E-01	-3.65E+05	1.62E+00	4.359E-11	4.359E-11	-1.98E-04
[14:54:59] [INFO ]  -7.20E+02	-7.20E+02	5.00E+02	1.68E+04	3.34E+02	-7.29E+06	1.09E+03	4.365E-11	4.365E-11	-2.03E-04
[14:55:00] [INFO ]  -7.20E+02	-7.20E+02	1.00E+03	4.85E+03	1.17E+02	-3.65E+06	1.03E+02	4.363E-11	4.363E-11	-2.03E-04
[14:55:01] [INFO ]  -7.20E+02	-7.20E+02	1.00E+04	2.00E+02	9.33E-01	-3.65E+05	1.33E+00	4.359E-11	4.359E-11	-2.03E-04
[14:55:08] [INFO ]  -7.30E+02	-7.30E+02	5.00E+02	1.66E+04	6.61E+02	-7.29E+06	2.98E+02	4.365E-11	4.365E-11	-2.07E-04
[14:55:09] [INFO ]  -7.30E+02	-7.30E+02	1.00E+03	4.83E+03	1.57E+02	-3.65E+06	1.02E+02	4.362E-11	4.362E-11	-2.07E-04
[14:55:10] [INFO ]  -7.30E+02	-7.30E+02	1.00E+04	2.00E+02	1.17E+00	-3.65E+05	1.36E+00	4.359E-11	4.359E-11	-2.07E-04
[14:55:16] [INFO ]  -7.40E+02	-7.40E+02	5.00E+02	1.68E+04	8.70E+02	-7.29E+06	8.94E+02	4.364E-11	4.364E-11	-2.12E-04
[14:55:18] [INFO ]  -7.40E+02	-7.40E+02	1.00E+03	4.85E+03	8.24E+01	-3.65E+06	8.98E+01	4.362E-11	4.362E-11	-2.12E-04
[14:55:19] [INFO ]  -7.40E+02	-7.40E+02	1.00E+04	2.01E+02	1.75E+00	-3.65E+05	1.35E+01	4.359E-11	4.359E-11	-2.12E-04
[14:55:26] [INFO ]  -7.50E+02	-7.50E+02	5.00E+02	1.72E+04	9.69E+02	-7.29E+06	6.64E+02	4.364E-11	4.364E-11	-2.16E-04
[14:55:27] [INFO ]  -7.50E+02	-7.50E+02	1.00E+03	4.83E+03	4.23E+01	-3.65E+06	6.62E+01	4.363E-11	4.363E-11	-2.16E-04
[14:55:28] [INFO ]  -7.50E+02	-7.50E+02	1.00E+04	2.01E+02	1.20E+00	-3.65E+05	1.26E+00	4.359E-11	4.359E-11	-2.16E-04
[14:55:34] [INFO ]  -7.60E+02	-7.60E+02	5.00E+02	1.69E+04	5.50E+02	-7.29E+06	8.29E+02	4.364E-11	4.364E-11	-2.21E-04
[14:55:36] [INFO ]  -7.60E+02	-7.60E+02	1.00E+03	4.78E+03	8.59E+01	-3.65E+06	7.08E+01	4.362E-11	4.362E-11	-2.21E-04
[14:55:37] [INFO ]  -7.60E+02	-7.60E+02	1.00E+04	1.97E+02	1.50E+00	-3.65E+05	1.36E+00	4.359E-11	4.359E-11	-2.21E-04
[14:55:43] [INFO ]  -7.70E+02	-7.70E+02	5.00E+02	1.72E+04	1.09E+03	-7.29E+06	8.05E+02	4.364E-11	4.364E-11	-2.25E-04
[14:55:45] [INFO ]  -7.70E+02	-7.70E+02	1.00E+03	4.80E+03	1.60E+02	-3.65E+06	8.40E+01	4.362E-11	4.362E-11	-2.25E-04
[14:55:46] [INFO ]  -7.70E+02	-7.70E+02	1.00E+04	1.97E+02	1.23E+00	-3.65E+05	1.60E+00	4.359E-11	4.359E-11	-2.25E-04
[14:55:52] [INFO ]  -7.80E+02	-7.80E+02	5.00E+02	1.71E+04	9.47E+02	-7.29E+06	8.13E+02	4.364E-11	4.364E-11	-2.30E-04
[14:55:53] [INFO ]  -7.80E+02	-7.80E+02	1.00E+03	4.67E+03	8.50E+01	-3.65E+06	9.67E+01	4.362E-11	4.362E-11	-2.30E-04
[14:55:55] [INFO ]  -7.80E+02	-7.80E+02	1.00E+04	1.94E+02	1.76E+00	-3.65E+05	2.14E+00	4.359E-11	4.359E-11	-2.30E-04
[14:56:01] [INFO ]  -7.90E+02	-7.90E+02	5.00E+02	1.67E+04	2.68E+02	-7.29E+06	6.99E+02	4.364E-11	4.364E-11	-2.35E-04
[14:56:02] [INFO ]  -7.90E+02	-7.90E+02	1.00E+03	4.71E+03	1.55E+02	-3.65E+06	4.66E+01	4.362E-11	4.362E-11	-2.35E-04
[14:56:04] [INFO ]  -7.90E+02	-7.90E+02	1.00E+04	1.96E+02	3.69E-01	-3.65E+05	7.48E-01	4.359E-11	4.359E-11	-2.35E-04
[14:56:10] [INFO ]  -8.00E+02	-8.00E+02	5.00E+02	1.71E+04	4.19E+02	-7.29E+06	4.44E+02	4.364E-11	4.364E-11	-2.39E-04
[14:56:11] [INFO ]  -8.00E+02	-8.00E+02	1.00E+03	4.67E+03	2.14E+02	-3.65E+06	1.14E+02	4.362E-11	4.362E-11	-2.39E-04
[14:56:13] [INFO ]  -8.00E+02	-8.00E+02	1.00E+04	1.94E+02	1.65E+00	-3.65E+05	3.03E+00	4.359E-11	4.359E-11	-2.39E-04
[14:56:19] [INFO ]  -8.10E+02	-8.10E+02	5.00E+02	1.71E+04	5.80E+02	-7.29E+06	6.91E+02	4.364E-11	4.364E-11	-2.44E-04
[14:56:20] [INFO ]  -8.10E+02	-8.10E+02	1.00E+03	4.61E+03	1.22E+02	-3.65E+06	7.12E+01	4.362E-11	4.362E-11	-2.44E-04
[14:56:21] [INFO ]  -8.10E+02	-8.10E+02	1.00E+04	1.94E+02	1.48E+00	-3.65E+05	1.33E+00	4.359E-11	4.359E-11	-2.44E-04
[14:56:28] [INFO ]  -8.20E+02	-8.20E+02	5.00E+02	1.70E+04	6.10E+02	-7.29E+06	1.11E+03	4.364E-11	4.364E-11	-2.49E-04
[14:56:29] [INFO ]  -8.20E+02	-8.20E+02	1.00E+03	4.74E+03	6.48E+01	-3.65E+06	5.04E+01	4.362E-11	4.362E-11	-2.49E-04
[14:56:30] [INFO ]  -8.20E+02	-8.20E+02	1.00E+04	1.92E+02	2.28E+00	-3.65E+05	1.72E+00	4.359E-11	4.359E-11	-2.49E-04
[14:56:36] [INFO ]  -8.30E+02	-8.30E+02	5.00E+02	1.67E+04	8.26E+02	-7.29E+06	5.51E+02	4.364E-11	4.364E-11	-2.54E-04
[14:56:38] [INFO ]  -8.30E+02	-8.30E+02	1.00E+03	4.69E+03	6.08E+01	-3.65E+06	6.96E+01	4.362E-11	4.362E-11	-2.54E-04
[14:56:39] [INFO ]  -8.30E+02	-8.30E+02	1.00E+04	1.92E+02	2.69E+00	-3.65E+05	2.32E+00	4.359E-11	4.359E-11	-2.54E-04
[14:56:45] [INFO ]  -8.40E+02	-8.40E+02	5.00E+02	1.66E+04	7.16E+02	-7.29E+06	8.32E+02	4.364E-11	4.364E-11	-2.58E-04
[14:56:47] [INFO ]  -8.40E+02	-8.40E+02	1.00E+03	4.70E+03	9.82E+01	-3.65E+06	2.23E+01	4.362E-11	4.362E-11	-2.58E-04
[14:56:48] [INFO ]  -8.40E+02	-8.40E+02	1.00E+04	1.92E+02	1.27E+00	-3.65E+05	1.55E+00	4.359E-11	4.359E-11	-2.58E-04
[14:56:54] [INFO ]  -8.50E+02	-8.50E+02	5.00E+02	1.68E+04	6.37E+02	-7.29E+06	7.24E+02	4.364E-11	4.364E-11	-2.63E-04
[14:56:55] [INFO ]  -8.50E+02	-8.50E+02	1.00E+03	4.68E+03	1.08E+02	-3.65E+06	1.14E+02	4.362E-11	4.362E-11	-2.63E-04
[14:56:57] [INFO ]  -8.50E+02	-8.50E+02	1.00E+04	1.92E+02	1.81E+00	-3.65E+05	1.60E+00	4.359E-11	4.359E-11	-2.63E-04
[14:57:03] [INFO ]  -8.60E+02	-8.60E+02	5.00E+02	1.70E+04	7.55E+02	-7.29E+06	5.56E+02	4.364E-11	4.364E-11	-2.68E-04
[14:57:04] [INFO ]  -8.60E+02	-8.60E+02	1.00E+03	4.74E+03	7.50E+01	-3.65E+06	1.45E+02	4.362E-11	4.362E-11	-2.68E-04
[14:57:06] [INFO ]  -8.60E+02	-8.60E+02	1.00E+04	1.89E+02	1.11E+00	-3.65E+05	9.80E-01	4.359E-11	4.359E-11	-2.68E-04
[14:57:12] [INFO ]  -8.70E+02	-8.70E+02	5.00E+02	1.70E+04	5.09E+02	-7.29E+06	6.92E+02	4.364E-11	4.364E-11	-2.73E-04
[14:57:13] [INFO ]  -8.70E+02	-8.70E+02	1.00E+03	4.70E+03	1.25E+02	-3.65E+06	1.04E+02	4.362E-11	4.362E-11	-2.73E-04
[14:57:14] [INFO ]  -8.70E+02	-8.70E+02	1.00E+04	1.89E+02	1.85E+00	-3.65E+05	7.48E-01	4.359E-11	4.359E-11	-2.73E-04
[14:57:21] [INFO ]  -8.80E+02	-8.80E+02	5.00E+02	1.74E+04	4.97E+02	-7.29E+06	8.50E+02	4.364E-11	4.364E-11	-2.78E-04
