# Interpad C
# 
# Measurement Settings:
# Power Supply voltage limit:      2.10E+01 V
# Power Supply current limit:      1.00E-03 A
# LCR measurement voltage:         5.00E-01 V
# Voltage Delay:                       3.00 s
# 
# 
# 
#  Nominal Voltage [V]	 Measured Voltage [V]	Frequency [Hz]	Cp [F]	Cp_Err [F]	Rp [Ohm]	Rp_Err [Ohm]	Total Current [A]
-6.10000E+02	-6.09992E+02	1.00000E+04	4.43318E-11	1.66034E-14	3.56994E+07	5.13413E+05	-1.72592E-04
-6.10000E+02	-6.09992E+02	1.00000E+05	4.48346E-11	1.78885E-16	4.19212E+06	1.50497E+03	-1.72592E-04
-6.10000E+02	-6.09992E+02	1.00000E+06	4.47444E-11	5.51362E-16	2.27529E+05	1.58283E+02	-1.72592E-04
-6.20000E+02	-6.19998E+02	1.00000E+04	4.43301E-11	1.14959E-14	3.57253E+07	1.08967E+06	-1.76770E-04
-6.20000E+02	-6.19998E+02	1.00000E+05	4.48347E-11	1.16619E-16	4.19263E+06	2.03590E+03	-1.76770E-04
-6.20000E+02	-6.19998E+02	1.00000E+06	4.47445E-11	5.40370E-16	2.27553E+05	1.22171E+02	-1.76770E-04
-6.30000E+02	-6.30009E+02	1.00000E+04	4.43441E-11	1.38583E-14	3.52227E+07	7.82425E+05	-1.80718E-04
-6.30000E+02	-6.30009E+02	1.00000E+05	4.48350E-11	1.49666E-16	4.19310E+06	1.26923E+03	-1.80718E-04
-6.30000E+02	-6.30009E+02	1.00000E+06	4.47445E-11	5.94643E-16	2.27466E+05	1.33498E+02	-1.80718E-04
-6.40000E+02	-6.40015E+02	1.00000E+04	4.43310E-11	1.42373E-14	3.44716E+07	6.70076E+05	-1.84915E-04
-6.40000E+02	-6.40015E+02	1.00000E+05	4.48347E-11	8.00000E-17	4.19126E+06	1.88513E+03	-1.84915E-04
-6.40000E+02	-6.40015E+02	1.00000E+06	4.47445E-11	6.09918E-16	2.27516E+05	6.11117E+01	-1.84915E-04
-6.50000E+02	-6.49999E+02	1.00000E+04	4.43412E-11	1.09892E-14	3.50900E+07	1.19322E+06	-1.89196E-04
-6.50000E+02	-6.49999E+02	1.00000E+05	4.48348E-11	1.85472E-16	4.19592E+06	1.06854E+03	-1.89196E-04
-6.50000E+02	-6.49999E+02	1.00000E+06	4.47445E-11	6.46838E-16	2.27529E+05	1.17060E+02	-1.89196E-04
-6.60000E+02	-6.60009E+02	1.00000E+04	4.43378E-11	1.25851E-14	3.49064E+07	6.21432E+05	-1.93435E-04
-6.60000E+02	-6.60009E+02	1.00000E+05	4.48346E-11	2.41661E-16	4.19203E+06	1.69428E+03	-1.93435E-04
-6.60000E+02	-6.60009E+02	1.00000E+06	4.47445E-11	5.88558E-16	2.27536E+05	8.36215E+01	-1.93435E-04
-6.70000E+02	-6.70015E+02	1.00000E+04	4.43389E-11	8.91708E-15	3.46641E+07	7.15500E+05	-1.97590E-04
-6.70000E+02	-6.70015E+02	1.00000E+05	4.48350E-11	3.72022E-16	4.19491E+06	1.06114E+03	-1.97590E-04
-6.70000E+02	-6.70015E+02	1.00000E+06	4.47443E-11	6.59090E-16	2.27577E+05	1.31236E+02	-1.97590E-04
-6.80000E+02	-6.80004E+02	1.00000E+04	4.43433E-11	1.28112E-14	3.48790E+07	5.42998E+05	-2.01795E-04
-6.80000E+02	-6.80004E+02	1.00000E+05	4.48349E-11	8.94427E-17	4.19492E+06	9.30613E+02	-2.01795E-04
-6.80000E+02	-6.80004E+02	1.00000E+06	4.47444E-11	7.02567E-16	2.27551E+05	1.18853E+02	-2.01795E-04
-6.90000E+02	-6.90010E+02	1.00000E+04	4.43419E-11	1.56672E-14	3.44120E+07	6.42415E+05	-2.06318E-04
-6.90000E+02	-6.90010E+02	1.00000E+05	4.48349E-11	1.20000E-16	4.19583E+06	1.41984E+03	-2.06318E-04
-6.90000E+02	-6.90010E+02	1.00000E+06	4.47445E-11	6.99714E-16	2.27584E+05	1.27205E+02	-2.06318E-04
-7.00000E+02	-7.00017E+02	1.00000E+04	4.43496E-11	1.54258E-14	3.46150E+07	7.33530E+05	-2.10494E-04
-7.00000E+02	-7.00017E+02	1.00000E+05	4.48346E-11	1.85472E-16	4.19205E+06	9.70373E+02	-2.10494E-04
-7.00000E+02	-7.00017E+02	1.00000E+06	4.47444E-11	6.17738E-16	2.27477E+05	1.23743E+02	-2.10494E-04
-7.10000E+02	-7.10004E+02	1.00000E+04	4.43389E-11	5.44742E-15	3.48450E+07	7.10855E+05	-2.14677E-04
-7.10000E+02	-7.10004E+02	1.00000E+05	4.48348E-11	2.31517E-16	4.19561E+06	1.71153E+03	-2.14677E-04
-7.10000E+02	-7.10004E+02	1.00000E+06	4.47444E-11	6.67533E-16	2.27549E+05	7.00617E+01	-2.14677E-04
-7.20000E+02	-7.20007E+02	1.00000E+04	4.43385E-11	1.39060E-14	3.57712E+07	1.32125E+06	-2.19088E-04
-7.20000E+02	-7.20007E+02	1.00000E+05	4.48347E-11	2.00000E-16	4.19195E+06	5.51050E+02	-2.19088E-04
-7.20000E+02	-7.20007E+02	1.00000E+06	4.47443E-11	6.32456E-16	2.27585E+05	1.56638E+02	-2.19088E-04
-7.30000E+02	-7.30014E+02	1.00000E+04	4.43479E-11	1.05460E-14	3.46023E+07	7.88381E+05	-2.23415E-04
-7.30000E+02	-7.30014E+02	1.00000E+05	4.48345E-11	1.85472E-16	4.19540E+06	1.86166E+03	-2.23415E-04
-7.30000E+02	-7.30014E+02	1.00000E+06	4.47444E-11	4.75815E-16	2.27588E+05	1.32926E+02	-2.23415E-04
-7.40000E+02	-7.40001E+02	1.00000E+04	4.43339E-11	1.14330E-14	3.49600E+07	1.05169E+06	-2.27874E-04
-7.40000E+02	-7.40001E+02	1.00000E+05	4.48348E-11	2.80000E-16	4.19498E+06	1.75215E+03	-2.27874E-04
-7.40000E+02	-7.40001E+02	1.00000E+06	4.47445E-11	6.52380E-16	2.27482E+05	7.55592E+01	-2.27874E-04
-7.50000E+02	-7.50007E+02	1.00000E+04	4.43405E-11	6.97011E-15	3.56031E+07	1.71384E+06	-2.32412E-04
-7.50000E+02	-7.50007E+02	1.00000E+05	4.48348E-11	2.71293E-16	4.19493E+06	2.25802E+03	-2.32412E-04
-7.50000E+02	-7.50007E+02	1.00000E+06	4.47444E-11	7.13863E-16	2.27536E+05	8.14528E+01	-2.32412E-04
-7.60000E+02	-7.60012E+02	1.00000E+04	4.43423E-11	1.32096E-14	3.42903E+07	5.39987E+05	-2.36590E-04
-7.60000E+02	-7.60012E+02	1.00000E+05	4.48350E-11	1.01980E-16	4.19356E+06	1.89353E+03	-2.36590E-04
-7.60000E+02	-7.60012E+02	1.00000E+06	4.47444E-11	5.91270E-16	2.27525E+05	8.97833E+01	-2.36590E-04
-7.70000E+02	-7.70002E+02	1.00000E+04	4.43377E-11	5.39236E-15	3.47431E+07	9.14190E+05	-2.41125E-04
-7.70000E+02	-7.70002E+02	1.00000E+05	4.48346E-11	1.16619E-16	4.19179E+06	2.40721E+03	-2.41125E-04
-7.70000E+02	-7.70002E+02	1.00000E+06	4.47444E-11	3.72022E-16	2.27512E+05	1.40925E+02	-2.41125E-04
-7.80000E+02	-7.80009E+02	1.00000E+04	4.43352E-11	4.75756E-15	3.48627E+07	7.09132E+05	-2.45183E-04
-7.80000E+02	-7.80009E+02	1.00000E+05	4.48349E-11	2.72764E-16	4.19382E+06	2.06589E+03	-2.45183E-04
-7.80000E+02	-7.80009E+02	1.00000E+06	4.47445E-11	5.17687E-16	2.27542E+05	1.52181E+02	-2.45183E-04
-7.90000E+02	-7.90015E+02	1.00000E+04	4.43472E-11	6.52276E-15	3.51483E+07	1.52114E+06	-2.50285E-04
-7.90000E+02	-7.90015E+02	1.00000E+05	4.48346E-11	2.68328E-16	4.19637E+06	1.37187E+03	-2.50285E-04
-7.90000E+02	-7.90015E+02	1.00000E+06	4.47444E-11	4.06940E-16	2.27625E+05	7.83260E+01	-2.50285E-04
-8.00000E+02	-8.00001E+02	1.00000E+04	4.43448E-11	1.10451E-14	3.47143E+07	5.40109E+05	-2.54840E-04
-8.00000E+02	-8.00001E+02	1.00000E+05	4.48349E-11	1.46969E-16	4.19447E+06	2.10096E+03	-2.54840E-04
-8.00000E+02	-8.00001E+02	1.00000E+06	4.47444E-11	4.95580E-16	2.27561E+05	1.48551E+02	-2.54840E-04
-8.10000E+02	-8.10007E+02	1.00000E+04	4.43422E-11	9.24956E-15	3.43348E+07	5.21207E+05	-2.59487E-04
-8.10000E+02	-8.10007E+02	1.00000E+05	4.48346E-11	1.41421E-16	4.19257E+06	1.56048E+03	-2.59487E-04
-8.10000E+02	-8.10007E+02	1.00000E+06	4.47444E-11	6.54217E-16	2.27497E+05	1.05230E+02	-2.59487E-04
-8.20000E+02	-8.20017E+02	1.00000E+04	4.43330E-11	1.23406E-14	3.54386E+07	8.35128E+05	-2.64576E-04
-8.20000E+02	-8.20017E+02	1.00000E+05	4.48349E-11	1.67332E-16	4.19522E+06	2.09806E+03	-2.64576E-04
-8.20000E+02	-8.20017E+02	1.00000E+06	4.47442E-11	7.81281E-16	2.27540E+05	8.92211E+01	-2.64576E-04
-8.30000E+02	-8.30003E+02	1.00000E+04	4.43406E-11	1.53450E-14	3.54922E+07	4.95800E+05	-2.69620E-04
-8.30000E+02	-8.30003E+02	1.00000E+05	4.48349E-11	1.62481E-16	4.19489E+06	1.14702E+03	-2.69620E-04
-8.30000E+02	-8.30003E+02	1.00000E+06	4.47444E-11	5.49181E-16	2.27534E+05	4.38497E+01	-2.69620E-04
-8.40000E+02	-8.40006E+02	1.00000E+04	4.43427E-11	6.24769E-15	3.49262E+07	3.49499E+05	-2.74811E-04
-8.40000E+02	-8.40006E+02	1.00000E+05	4.48346E-11	1.93907E-16	4.19266E+06	1.09717E+03	-2.74811E-04
-8.40000E+02	-8.40006E+02	1.00000E+06	4.47443E-11	5.91270E-16	2.27592E+05	1.01004E+02	-2.74811E-04
-8.50000E+02	-8.50008E+02	1.00000E+04	4.43413E-11	5.67873E-15	3.54623E+07	5.90357E+05	-2.80049E-04
-8.50000E+02	-8.50008E+02	1.00000E+05	4.48350E-11	1.32665E-16	4.19325E+06	2.36961E+03	-2.80049E-04
-8.50000E+02	-8.50008E+02	1.00000E+06	4.47445E-11	4.17612E-16	2.27609E+05	1.35939E+02	-2.80049E-04
-8.60000E+02	-8.59994E+02	1.00000E+04	4.43440E-11	7.58931E-15	3.43998E+07	2.88670E+05	-2.85464E-04
-8.60000E+02	-8.59994E+02	1.00000E+05	4.48347E-11	1.67332E-16	4.19574E+06	1.48924E+03	-2.85464E-04
-8.60000E+02	-8.59994E+02	1.00000E+06	4.47443E-11	5.54977E-16	2.27530E+05	1.03678E+02	-2.85464E-04
-8.70000E+02	-8.69993E+02	1.00000E+04	4.43425E-11	7.24525E-15	3.48686E+07	6.84237E+05	-2.90649E-04
-8.70000E+02	-8.69993E+02	1.00000E+05	4.48349E-11	1.72047E-16	4.19471E+06	1.53087E+03	-2.90649E-04
-8.70000E+02	-8.69993E+02	1.00000E+06	4.47444E-11	5.91270E-16	2.27550E+05	1.31576E+02	-2.90649E-04
-8.80000E+02	-8.79996E+02	1.00000E+04	4.43396E-11	5.04183E-15	3.52092E+07	3.70634E+05	-2.95628E-04
-8.80000E+02	-8.79996E+02	1.00000E+05	4.48346E-11	2.05913E-16	4.19502E+06	5.44794E+02	-2.95628E-04
-8.80000E+02	-8.79996E+02	1.00000E+06	4.47445E-11	6.74092E-16	2.27563E+05	1.43614E+02	-2.95628E-04
-8.90000E+02	-8.89978E+02	1.00000E+04	4.43401E-11	7.72000E-15	3.46901E+07	4.89647E+05	-3.00965E-04
-8.90000E+02	-8.89978E+02	1.00000E+05	4.48345E-11	1.01980E-16	4.19240E+06	2.27625E+03	-3.00965E-04
-8.90000E+02	-8.89978E+02	1.00000E+06	4.47445E-11	4.95580E-16	2.27583E+05	1.10659E+02	-3.00965E-04
-9.00000E+02	-8.99980E+02	1.00000E+04	4.43386E-11	8.67534E-15	3.54178E+07	5.06935E+05	-3.06342E-04
-9.00000E+02	-8.99980E+02	1.00000E+05	4.48347E-11	2.78568E-16	4.19636E+06	1.06887E+03	-3.06342E-04
-9.00000E+02	-8.99980E+02	1.00000E+06	4.47444E-11	4.87442E-16	2.27581E+05	1.12103E+02	-3.06342E-04
-9.10000E+02	-9.09989E+02	1.00000E+04	4.43419E-11	4.80816E-15	3.50723E+07	8.93432E+05	-3.12155E-04
-9.10000E+02	-9.09989E+02	1.00000E+05	4.48344E-11	1.41421E-16	4.19259E+06	1.25716E+03	-3.12155E-04
-9.10000E+02	-9.09989E+02	1.00000E+06	4.47445E-11	5.12250E-16	2.27605E+05	8.85022E+01	-3.12155E-04
-9.20000E+02	-9.19976E+02	1.00000E+04	4.43352E-11	8.18501E-15	3.55484E+07	8.95271E+05	-3.17715E-04
-9.20000E+02	-9.19976E+02	1.00000E+05	4.48348E-11	1.72047E-16	4.19553E+06	1.44488E+03	-3.17715E-04
-9.20000E+02	-9.19976E+02	1.00000E+06	4.47444E-11	6.95701E-16	2.27541E+05	1.27059E+02	-3.17715E-04
-9.30000E+02	-9.29984E+02	1.00000E+04	4.43472E-11	7.87563E-15	3.43899E+07	8.87514E+05	-3.23591E-04
-9.30000E+02	-9.29984E+02	1.00000E+05	4.48348E-11	1.41421E-16	4.19242E+06	1.97932E+03	-3.23591E-04
-9.30000E+02	-9.29984E+02	1.00000E+06	4.47445E-11	5.23068E-16	2.27571E+05	1.47264E+02	-3.23591E-04
-9.40000E+02	-9.39989E+02	1.00000E+04	4.43428E-11	9.06369E-15	3.51316E+07	4.25801E+05	-3.29478E-04
-9.40000E+02	-9.39989E+02	1.00000E+05	4.48346E-11	2.63818E-16	4.19135E+06	1.10010E+03	-3.29478E-04
-9.40000E+02	-9.39989E+02	1.00000E+06	4.47444E-11	4.89898E-16	2.27564E+05	1.27231E+02	-3.29478E-04
-9.50000E+02	-9.49993E+02	1.00000E+04	4.43354E-11	3.01702E-15	3.47498E+07	5.57586E+05	-3.35503E-04
-9.50000E+02	-9.49993E+02	1.00000E+05	4.48348E-11	1.85472E-16	4.19079E+06	6.48475E+02	-3.35503E-04
-9.50000E+02	-9.49993E+02	1.00000E+06	4.47443E-11	5.21536E-16	2.27584E+05	5.26900E+01	-3.35503E-04
-9.60000E+02	-9.59981E+02	1.00000E+04	4.43387E-11	2.72074E-15	3.54027E+07	1.16486E+06	-3.41868E-04
-9.60000E+02	-9.59981E+02	1.00000E+05	4.48345E-11	1.35647E-16	4.19359E+06	1.60237E+03	-3.41868E-04
-9.60000E+02	-9.59981E+02	1.00000E+06	4.47444E-11	4.95580E-16	2.27625E+05	1.00241E+02	-3.41868E-04
-9.70000E+02	-9.69988E+02	1.00000E+04	4.43401E-11	6.25044E-15	3.52511E+07	1.45387E+06	-3.48059E-04
-9.70000E+02	-9.69988E+02	1.00000E+05	4.48346E-11	2.05913E-16	4.19585E+06	1.08919E+03	-3.48059E-04
-9.70000E+02	-9.69988E+02	1.00000E+06	4.47444E-11	5.62139E-16	2.27617E+05	1.21501E+02	-3.48059E-04
-9.80000E+02	-9.79997E+02	1.00000E+04	4.43307E-11	7.06445E-15	3.42869E+07	8.04401E+05	-3.54386E-04
-9.80000E+02	-9.79997E+02	1.00000E+05	4.48347E-11	1.35647E-16	4.19675E+06	1.52215E+03	-3.54386E-04
-9.80000E+02	-9.79997E+02	1.00000E+06	4.47443E-11	7.07107E-16	2.27543E+05	1.44849E+02	-3.54386E-04
-9.90000E+02	-9.89981E+02	1.00000E+04	4.43370E-11	8.12857E-15	3.51929E+07	9.90046E+05	-3.60922E-04
-9.90000E+02	-9.89981E+02	1.00000E+05	4.48347E-11	2.49800E-16	4.19667E+06	6.89075E+02	-3.60922E-04
-9.90000E+02	-9.89981E+02	1.00000E+06	4.47444E-11	5.40370E-16	2.27571E+05	9.88627E+01	-3.60922E-04
