# Interpad R
# 
# Measurement Settings:
# Power Supply voltage limit:      2.10E+01 V
# Power Supply current limit:      1.00E-03 A
# Voltage Delay:                       2.00 s
# 
# 
# 
# Bias Voltage[V]	Interpad Voltage [V]	Interpad Current Mean [A]	Interpad Current Error [A]	Resistance (polynom fit) [Ohm]	Resistance (diff) [Ohm]	dR (fit) [Ohm]	Chi2 of Fit [-]	Total Current [A]	
-3.20000E+02	4.99991E+00	2.75639E-05	5.51181E-10	7.79636E+06	7.69955E+06	1.58017E+04	6.13292E+03	-1.31247E-04
-3.30000E+02	-4.09414E-06	2.75090E-05	6.48074E-11	7.71334E+06	7.74342E+06	1.43098E+04	6.55433E+03	-1.34491E-04
-3.30000E+02	4.99976E-01	2.75758E-05	2.94392E-11	7.71334E+06	7.74342E+06	1.43098E+04	6.55433E+03	-1.34491E-04
-3.30000E+02	9.99992E-01	2.76417E-05	9.41630E-11	7.71334E+06	7.74342E+06	1.43098E+04	6.55433E+03	-1.34491E-04
-3.30000E+02	1.49997E+00	2.77054E-05	1.25698E-10	7.71334E+06	7.74342E+06	1.43098E+04	6.55433E+03	-1.34491E-04
-3.30000E+02	1.99998E+00	2.77685E-05	6.12826E-11	7.71334E+06	7.74342E+06	1.43098E+04	6.55433E+03	-1.34491E-04
-3.30000E+02	2.50002E+00	2.78327E-05	2.16025E-11	7.71334E+06	7.74342E+06	1.43098E+04	6.55433E+03	-1.34491E-04
-3.30000E+02	2.99993E+00	2.78975E-05	5.73488E-11	7.71334E+06	7.74342E+06	1.43098E+04	6.55433E+03	-1.34491E-04
-3.30000E+02	3.49992E+00	2.79654E-05	1.52825E-10	7.71334E+06	7.74342E+06	1.43098E+04	6.55433E+03	-1.34491E-04
-3.30000E+02	4.00014E+00	2.80288E-05	1.23648E-10	7.71334E+06	7.74342E+06	1.43098E+04	6.55433E+03	-1.34491E-04
-3.30000E+02	4.49998E+00	2.80936E-05	2.49444E-11	7.71334E+06	7.74342E+06	1.43098E+04	6.55433E+03	-1.34491E-04
-3.30000E+02	4.99991E+00	2.81569E-05	1.44453E-10	7.71334E+06	7.74342E+06	1.43098E+04	6.55433E+03	-1.34491E-04
-3.40000E+02	-3.01383E-06	2.80917E-05	4.10961E-11	7.67277E+06	7.68660E+06	1.36257E+04	3.56309E+03	-1.37699E-04
-3.40000E+02	4.99978E-01	2.81556E-05	1.30724E-10	7.67277E+06	7.68660E+06	1.36257E+04	3.56309E+03	-1.37699E-04
-3.40000E+02	9.99993E-01	2.82196E-05	6.64998E-11	7.67277E+06	7.68660E+06	1.36257E+04	3.56309E+03	-1.37699E-04
-3.40000E+02	1.49997E+00	2.82879E-05	1.81169E-10	7.67277E+06	7.68660E+06	1.36257E+04	3.56309E+03	-1.37699E-04
-3.40000E+02	1.99999E+00	2.83546E-05	1.97709E-10	7.67277E+06	7.68660E+06	1.36257E+04	3.56309E+03	-1.37699E-04
-3.40000E+02	2.50004E+00	2.84183E-05	1.27541E-10	7.67277E+06	7.68660E+06	1.36257E+04	3.56309E+03	-1.37699E-04
-3.40000E+02	2.99993E+00	2.84840E-05	1.43836E-10	7.67277E+06	7.68660E+06	1.36257E+04	3.56309E+03	-1.37699E-04
-3.40000E+02	3.49992E+00	2.85512E-05	1.43836E-10	7.67277E+06	7.68660E+06	1.36257E+04	3.56309E+03	-1.37699E-04
-3.40000E+02	4.00014E+00	2.86155E-05	8.99383E-11	7.67277E+06	7.68660E+06	1.36257E+04	3.56309E+03	-1.37699E-04
-3.40000E+02	4.49997E+00	2.86784E-05	8.04156E-11	7.67277E+06	7.68660E+06	1.36257E+04	3.56309E+03	-1.37699E-04
-3.40000E+02	4.99990E+00	2.87411E-05	9.09212E-11	7.67277E+06	7.68660E+06	1.36257E+04	3.56309E+03	-1.37699E-04
-3.50000E+02	-2.61584E-06	2.86730E-05	1.76824E-10	7.57467E+06	7.66580E+06	5.94341E+04	1.58704E+04	-1.40930E-04
-3.50000E+02	4.99978E-01	2.87399E-05	5.24934E-11	7.57467E+06	7.66580E+06	5.94341E+04	1.58704E+04	-1.40930E-04
-3.50000E+02	9.99992E-01	2.88076E-05	7.40870E-11	7.57467E+06	7.66580E+06	5.94341E+04	1.58704E+04	-1.40930E-04
-3.50000E+02	1.49997E+00	2.88755E-05	3.85861E-11	7.57467E+06	7.66580E+06	5.94341E+04	1.58704E+04	-1.40930E-04
-3.50000E+02	1.99998E+00	2.89404E-05	3.96569E-10	7.57467E+06	7.66580E+06	5.94341E+04	1.58704E+04	-1.40930E-04
-3.50000E+02	2.50003E+00	2.90047E-05	1.14310E-10	7.57467E+06	7.66580E+06	5.94341E+04	1.58704E+04	-1.40930E-04
-3.50000E+02	2.99991E+00	2.90645E-05	1.59234E-10	7.57467E+06	7.66580E+06	5.94341E+04	1.58704E+04	-1.40930E-04
-3.50000E+02	3.49994E+00	2.91358E-05	2.16692E-10	7.57467E+06	7.66580E+06	5.94341E+04	1.58704E+04	-1.40930E-04
-3.50000E+02	4.00015E+00	2.92029E-05	3.55371E-10	7.57467E+06	7.66580E+06	5.94341E+04	1.58704E+04	-1.40930E-04
-3.50000E+02	4.50001E+00	2.92674E-05	3.54432E-10	7.57467E+06	7.66580E+06	5.94341E+04	1.58704E+04	-1.40930E-04
-3.50000E+02	4.99991E+00	2.93269E-05	1.00775E-10	7.57467E+06	7.66580E+06	5.94341E+04	1.58704E+04	-1.40930E-04
-3.60000E+02	-3.07069E-06	2.92540E-05	2.04993E-10	7.57214E+06	7.83752E+06	1.58707E+04	4.97121E+03	-1.44147E-04
-3.60000E+02	4.99979E-01	2.93242E-05	3.51378E-10	7.57214E+06	7.83752E+06	1.58707E+04	4.97121E+03	-1.44147E-04
-3.60000E+02	9.99994E-01	2.93876E-05	8.01388E-11	7.57214E+06	7.83752E+06	1.58707E+04	4.97121E+03	-1.44147E-04
-3.60000E+02	1.49997E+00	2.94528E-05	1.24989E-10	7.57214E+06	7.83752E+06	1.58707E+04	4.97121E+03	-1.44147E-04
-3.60000E+02	1.99999E+00	2.95162E-05	4.31226E-10	7.57214E+06	7.83752E+06	1.58707E+04	4.97121E+03	-1.44147E-04
-3.60000E+02	2.50002E+00	2.95849E-05	3.78535E-10	7.57214E+06	7.83752E+06	1.58707E+04	4.97121E+03	-1.44147E-04
-3.60000E+02	2.99992E+00	2.96518E-05	5.73488E-11	7.57214E+06	7.83752E+06	1.58707E+04	4.97121E+03	-1.44147E-04
-3.60000E+02	3.49991E+00	2.97147E-05	2.14528E-10	7.57214E+06	7.83752E+06	1.58707E+04	4.97121E+03	-1.44147E-04
-3.60000E+02	4.00014E+00	2.97753E-05	4.73357E-10	7.57214E+06	7.83752E+06	1.58707E+04	4.97121E+03	-1.44147E-04
-3.60000E+02	4.49999E+00	2.98384E-05	5.28667E-10	7.57214E+06	7.83752E+06	1.58707E+04	4.97121E+03	-1.44147E-04
-3.60000E+02	4.99989E+00	2.98984E-05	2.83314E-10	7.57214E+06	7.83752E+06	1.58707E+04	4.97121E+03	-1.44147E-04
-3.70000E+02	-3.35502E-06	2.98311E-05	2.57811E-10	7.71622E+06	7.72728E+06	1.35411E+04	1.77832E+03	-1.47424E-04
-3.70000E+02	4.99978E-01	2.98985E-05	1.32246E-10	7.71622E+06	7.72728E+06	1.35411E+04	1.77832E+03	-1.47424E-04
-3.70000E+02	9.99993E-01	2.99644E-05	2.36126E-10	7.71622E+06	7.72728E+06	1.35411E+04	1.77832E+03	-1.47424E-04
-3.70000E+02	1.49997E+00	3.00305E-05	1.12250E-10	7.71622E+06	7.72728E+06	1.35411E+04	1.77832E+03	-1.47424E-04
-3.70000E+02	1.99999E+00	3.00952E-05	9.17727E-11	7.71622E+06	7.72728E+06	1.35411E+04	1.77832E+03	-1.47424E-04
-3.70000E+02	2.50004E+00	3.01610E-05	4.65499E-10	7.71622E+06	7.72728E+06	1.35411E+04	1.77832E+03	-1.47424E-04
-3.70000E+02	2.99992E+00	3.02285E-05	1.43372E-10	7.71622E+06	7.72728E+06	1.35411E+04	1.77832E+03	-1.47424E-04
-3.70000E+02	3.49992E+00	3.02901E-05	1.36951E-10	7.71622E+06	7.72728E+06	1.35411E+04	1.77832E+03	-1.47424E-04
-3.70000E+02	4.00013E+00	3.03549E-05	8.65384E-11	7.71622E+06	7.72728E+06	1.35411E+04	1.77832E+03	-1.47424E-04
-3.70000E+02	4.49999E+00	3.04189E-05	5.73488E-11	7.71622E+06	7.72728E+06	1.35411E+04	1.77832E+03	-1.47424E-04
-3.70000E+02	4.99991E+00	3.04809E-05	1.59652E-10	7.71622E+06	7.72728E+06	1.35411E+04	1.77832E+03	-1.47424E-04
-3.80000E+02	-5.68647E-06	3.04088E-05	7.03957E-11	7.59825E+06	7.68023E+06	2.04525E+04	4.66913E+03	-1.50718E-04
-3.80000E+02	4.99976E-01	3.04715E-05	2.42625E-10	7.59825E+06	7.68023E+06	2.04525E+04	4.66913E+03	-1.50718E-04
-3.80000E+02	9.99991E-01	3.05380E-05	4.54606E-11	7.59825E+06	7.68023E+06	2.04525E+04	4.66913E+03	-1.50718E-04
-3.80000E+02	1.49997E+00	3.06056E-05	2.01550E-10	7.59825E+06	7.68023E+06	2.04525E+04	4.66913E+03	-1.50718E-04
-3.80000E+02	1.99998E+00	3.06700E-05	2.14165E-10	7.59825E+06	7.68023E+06	2.04525E+04	4.66913E+03	-1.50718E-04
-3.80000E+02	2.50001E+00	3.07378E-05	1.83727E-10	7.59825E+06	7.68023E+06	2.04525E+04	4.66913E+03	-1.50718E-04
-3.80000E+02	2.99992E+00	3.08032E-05	4.89898E-11	7.59825E+06	7.68023E+06	2.04525E+04	4.66913E+03	-1.50718E-04
-3.80000E+02	3.49991E+00	3.08685E-05	1.23558E-10	7.59825E+06	7.68023E+06	2.04525E+04	4.66913E+03	-1.50718E-04
-3.80000E+02	4.00014E+00	3.09338E-05	1.25199E-09	7.59825E+06	7.68023E+06	2.04525E+04	4.66913E+03	-1.50718E-04
-3.80000E+02	4.50001E+00	3.09963E-05	7.36357E-11	7.59825E+06	7.68023E+06	2.04525E+04	4.66913E+03	-1.50718E-04
-3.80000E+02	4.99990E+00	3.10574E-05	2.27303E-10	7.59825E+06	7.68023E+06	2.04525E+04	4.66913E+03	-1.50718E-04
-3.90000E+02	-2.44549E-06	3.09835E-05	3.21248E-10	7.69598E+06	7.66642E+06	7.41778E+03	7.14389E+02	-1.54029E-04
-3.90000E+02	4.99975E-01	3.10534E-05	1.69902E-10	7.69598E+06	7.66642E+06	7.41778E+03	7.14389E+02	-1.54029E-04
-3.90000E+02	9.99991E-01	3.11198E-05	4.92161E-11	7.69598E+06	7.66642E+06	7.41778E+03	7.14389E+02	-1.54029E-04
-3.90000E+02	1.49997E+00	3.11840E-05	7.34847E-11	7.69598E+06	7.66642E+06	7.41778E+03	7.14389E+02	-1.54029E-04
-3.90000E+02	1.99998E+00	3.12510E-05	1.62686E-10	7.69598E+06	7.66642E+06	7.41778E+03	7.14389E+02	-1.54029E-04
-3.90000E+02	2.50002E+00	3.13163E-05	4.46791E-10	7.69598E+06	7.66642E+06	7.41778E+03	7.14389E+02	-1.54029E-04
-3.90000E+02	2.99989E+00	3.13793E-05	4.28978E-10	7.69598E+06	7.66642E+06	7.41778E+03	7.14389E+02	-1.54029E-04
-3.90000E+02	3.49990E+00	3.14439E-05	1.60624E-10	7.69598E+06	7.66642E+06	7.41778E+03	7.14389E+02	-1.54029E-04
-3.90000E+02	4.00010E+00	3.15102E-05	9.53357E-11	7.69598E+06	7.66642E+06	7.41778E+03	7.14389E+02	-1.54029E-04
-3.90000E+02	4.49998E+00	3.15742E-05	9.20145E-11	7.69598E+06	7.66642E+06	7.41778E+03	7.14389E+02	-1.54029E-04
-3.90000E+02	4.99988E+00	3.16404E-05	2.51970E-10	7.69598E+06	7.66642E+06	7.41778E+03	7.14389E+02	-1.54029E-04
-4.00000E+02	-3.07104E-06	3.15593E-05	1.41657E-10	7.64088E+06	7.58380E+06	2.61924E+04	8.13196E+03	-1.57361E-04
-4.00000E+02	4.99977E-01	3.16224E-05	2.38933E-10	7.64088E+06	7.58380E+06	2.61924E+04	8.13196E+03	-1.57361E-04
-4.00000E+02	9.99991E-01	3.16945E-05	9.74109E-11	7.64088E+06	7.58380E+06	2.61924E+04	8.13196E+03	-1.57361E-04
-4.00000E+02	1.49997E+00	3.17636E-05	1.07083E-10	7.64088E+06	7.58380E+06	2.61924E+04	8.13196E+03	-1.57361E-04
-4.00000E+02	1.99998E+00	3.18301E-05	7.58654E-11	7.64088E+06	7.58380E+06	2.61924E+04	8.13196E+03	-1.57361E-04
-4.00000E+02	2.50000E+00	3.18950E-05	5.18545E-11	7.64088E+06	7.58380E+06	2.61924E+04	8.13196E+03	-1.57361E-04
-4.00000E+02	2.99990E+00	3.19603E-05	1.18977E-10	7.64088E+06	7.58380E+06	2.61924E+04	8.13196E+03	-1.57361E-04
-4.00000E+02	3.49990E+00	3.20257E-05	4.08248E-11	7.64088E+06	7.58380E+06	2.61924E+04	8.13196E+03	-1.57361E-04
-4.00000E+02	4.00013E+00	3.20898E-05	5.31246E-11	7.64088E+06	7.58380E+06	2.61924E+04	8.13196E+03	-1.57361E-04
-4.00000E+02	4.49998E+00	3.21505E-05	5.06316E-10	7.64088E+06	7.58380E+06	2.61924E+04	8.13196E+03	-1.57361E-04
-4.00000E+02	4.99990E+00	3.22158E-05	2.07579E-10	7.64088E+06	7.58380E+06	2.61924E+04	8.13196E+03	-1.57361E-04
-4.10000E+02	-3.69656E-06	3.21376E-05	3.51378E-10	7.55888E+06	7.53225E+06	1.12955E+04	6.22124E+02	-1.60786E-04
-4.10000E+02	4.99978E-01	3.22021E-05	1.45220E-10	7.55888E+06	7.53225E+06	1.12955E+04	6.22124E+02	-1.60786E-04
-4.10000E+02	9.99991E-01	3.22702E-05	6.97615E-11	7.55888E+06	7.53225E+06	1.12955E+04	6.22124E+02	-1.60786E-04
-4.10000E+02	1.49997E+00	3.23366E-05	1.94822E-10	7.55888E+06	7.53225E+06	1.12955E+04	6.22124E+02	-1.60786E-04
-4.10000E+02	1.99998E+00	3.24067E-05	2.29928E-10	7.55888E+06	7.53225E+06	1.12955E+04	6.22124E+02	-1.60786E-04
-4.10000E+02	2.50003E+00	3.24709E-05	2.70678E-10	7.55888E+06	7.53225E+06	1.12955E+04	6.22124E+02	-1.60786E-04
-4.10000E+02	2.99992E+00	3.25345E-05	9.89949E-11	7.55888E+06	7.53225E+06	1.12955E+04	6.22124E+02	-1.60786E-04
-4.10000E+02	3.49991E+00	3.25996E-05	2.30121E-10	7.55888E+06	7.53225E+06	1.12955E+04	6.22124E+02	-1.60786E-04
-4.10000E+02	4.00012E+00	3.26668E-05	1.85712E-10	7.55888E+06	7.53225E+06	1.12955E+04	6.22124E+02	-1.60786E-04
-4.10000E+02	4.49999E+00	3.27329E-05	3.71573E-10	7.55888E+06	7.53225E+06	1.12955E+04	6.22124E+02	-1.60786E-04
-4.10000E+02	4.99992E+00	3.27996E-05	2.61449E-10	7.55888E+06	7.53225E+06	1.12955E+04	6.22124E+02	-1.60786E-04
-4.20000E+02	-5.80045E-06	3.27191E-05	1.72111E-10	7.65642E+06	7.49346E+06	5.33353E+04	1.30670E+04	-1.64259E-04
-4.20000E+02	4.99976E-01	3.27885E-05	6.10300E-10	7.65642E+06	7.49346E+06	5.33353E+04	1.30670E+04	-1.64259E-04
-4.20000E+02	9.99993E-01	3.28584E-05	2.41661E-10	7.65642E+06	7.49346E+06	5.33353E+04	1.30670E+04	-1.64259E-04
-4.20000E+02	1.49997E+00	3.29240E-05	2.73293E-10	7.65642E+06	7.49346E+06	5.33353E+04	1.30670E+04	-1.64259E-04
-4.20000E+02	1.99998E+00	3.29925E-05	2.59615E-10	7.65642E+06	7.49346E+06	5.33353E+04	1.30670E+04	-1.64259E-04
-4.20000E+02	2.50000E+00	3.30617E-05	1.76824E-10	7.65642E+06	7.49346E+06	5.33353E+04	1.30670E+04	-1.64259E-04
-4.20000E+02	2.99990E+00	3.31273E-05	1.26842E-10	7.65642E+06	7.49346E+06	5.33353E+04	1.30670E+04	-1.64259E-04
-4.20000E+02	3.49992E+00	3.31932E-05	5.46158E-10	7.65642E+06	7.49346E+06	5.33353E+04	1.30670E+04	-1.64259E-04
-4.20000E+02	4.00013E+00	3.32586E-05	2.35702E-11	7.65642E+06	7.49346E+06	5.33353E+04	1.30670E+04	-1.64259E-04
-4.20000E+02	4.50000E+00	3.33227E-05	4.92161E-11	7.65642E+06	7.49346E+06	5.33353E+04	1.30670E+04	-1.64259E-04
-4.20000E+02	4.99990E+00	3.33890E-05	1.03387E-10	7.65642E+06	7.49346E+06	5.33353E+04	1.30670E+04	-1.64259E-04
-4.30000E+02	-5.40246E-06	3.33068E-05	2.29056E-10	7.61755E+06	7.51436E+06	2.49193E+04	6.02890E+03	-1.67756E-04
-4.30000E+02	4.99976E-01	3.33757E-05	1.87320E-10	7.61755E+06	7.51436E+06	2.49193E+04	6.02890E+03	-1.67756E-04
-4.30000E+02	9.99991E-01	3.34454E-05	1.75182E-10	7.61755E+06	7.51436E+06	2.49193E+04	6.02890E+03	-1.67756E-04
-4.30000E+02	1.49997E+00	3.35108E-05	3.92173E-10	7.61755E+06	7.51436E+06	2.49193E+04	6.02890E+03	-1.67756E-04
-4.30000E+02	1.99998E+00	3.35791E-05	1.89268E-10	7.61755E+06	7.51436E+06	2.49193E+04	6.02890E+03	-1.67756E-04
-4.30000E+02	2.50002E+00	3.36465E-05	3.39051E-10	7.61755E+06	7.51436E+06	2.49193E+04	6.02890E+03	-1.67756E-04
-4.30000E+02	2.99991E+00	3.37136E-05	7.36357E-11	7.61755E+06	7.51436E+06	2.49193E+04	6.02890E+03	-1.67756E-04
-4.30000E+02	3.49991E+00	3.37783E-05	1.47648E-10	7.61755E+06	7.51436E+06	2.49193E+04	6.02890E+03	-1.67756E-04
-4.30000E+02	4.00014E+00	3.38470E-05	4.51541E-10	7.61755E+06	7.51436E+06	2.49193E+04	6.02890E+03	-1.67756E-04
-4.30000E+02	4.50000E+00	3.39116E-05	3.13829E-10	7.61755E+06	7.51436E+06	2.49193E+04	6.02890E+03	-1.67756E-04
-4.30000E+02	4.99990E+00	3.39746E-05	6.68331E-11	7.61755E+06	7.51436E+06	2.49193E+04	6.02890E+03	-1.67756E-04
-4.40000E+02	-1.93398E-06	3.38902E-05	5.55778E-11	7.55793E+06	7.52522E+06	4.61538E+03	1.11563E+03	-1.71229E-04
-4.40000E+02	4.99980E-01	3.39554E-05	1.48174E-10	7.55793E+06	7.52522E+06	4.61538E+03	1.11563E+03	-1.71229E-04
-4.40000E+02	9.99994E-01	3.40229E-05	8.90431E-10	7.55793E+06	7.52522E+06	4.61538E+03	1.11563E+03	-1.71229E-04
-4.40000E+02	1.49997E+00	3.40899E-05	1.33666E-10	7.55793E+06	7.52522E+06	4.61538E+03	1.11563E+03	-1.71229E-04
-4.40000E+02	1.99998E+00	3.41533E-05	2.66625E-10	7.55793E+06	7.52522E+06	4.61538E+03	1.11563E+03	-1.71229E-04
-4.40000E+02	2.50000E+00	3.42210E-05	1.24722E-11	7.55793E+06	7.52522E+06	4.61538E+03	1.11563E+03	-1.71229E-04
-4.40000E+02	2.99993E+00	3.42874E-05	4.74716E-10	7.55793E+06	7.52522E+06	4.61538E+03	1.11563E+03	-1.71229E-04
-4.40000E+02	3.49991E+00	3.43481E-05	1.72047E-10	7.55793E+06	7.52522E+06	4.61538E+03	1.11563E+03	-1.71229E-04
-4.40000E+02	4.00011E+00	3.44187E-05	3.82303E-10	7.55793E+06	7.52522E+06	4.61538E+03	1.11563E+03	-1.71229E-04
-4.40000E+02	4.49999E+00	3.44846E-05	1.75942E-10	7.55793E+06	7.52522E+06	4.61538E+03	1.11563E+03	-1.71229E-04
-4.40000E+02	4.99991E+00	3.45534E-05	9.86588E-10	7.55793E+06	7.52522E+06	4.61538E+03	1.11563E+03	-1.71229E-04
-4.50000E+02	-2.84378E-06	3.44630E-05	3.86092E-10	7.52453E+06	7.40609E+06	1.04521E+04	2.26343E+03	-1.74805E-04
-4.50000E+02	4.99977E-01	3.45331E-05	8.45340E-10	7.52453E+06	7.40609E+06	1.04521E+04	2.26343E+03	-1.74805E-04
-4.50000E+02	9.99992E-01	3.46065E-05	2.55256E-10	7.52453E+06	7.40609E+06	1.04521E+04	2.26343E+03	-1.74805E-04
-4.50000E+02	1.49997E+00	3.46744E-05	2.41799E-10	7.52453E+06	7.40609E+06	1.04521E+04	2.26343E+03	-1.74805E-04
-4.50000E+02	1.99999E+00	3.47435E-05	9.27362E-11	7.52453E+06	7.40609E+06	1.04521E+04	2.26343E+03	-1.74805E-04
-4.50000E+02	2.50004E+00	3.48104E-05	2.30988E-10	7.52453E+06	7.40609E+06	1.04521E+04	2.26343E+03	-1.74805E-04
-4.50000E+02	2.99991E+00	3.48752E-05	1.01980E-10	7.52453E+06	7.40609E+06	1.04521E+04	2.26343E+03	-1.74805E-04
-4.50000E+02	3.49992E+00	3.49360E-05	3.63960E-10	7.52453E+06	7.40609E+06	1.04521E+04	2.26343E+03	-1.74805E-04
-4.50000E+02	4.00014E+00	3.50080E-05	5.11360E-10	7.52453E+06	7.40609E+06	1.04521E+04	2.26343E+03	-1.74805E-04
-4.50000E+02	4.50001E+00	3.50754E-05	5.88784E-11	7.52453E+06	7.40609E+06	1.04521E+04	2.26343E+03	-1.74805E-04
-4.50000E+02	4.99992E+00	3.51407E-05	1.20830E-10	7.52453E+06	7.40609E+06	1.04521E+04	2.26343E+03	-1.74805E-04
-4.60000E+02	-2.73009E-06	3.50508E-05	1.08730E-10	7.47350E+06	7.50902E+06	2.27956E+04	3.35071E+03	-1.78364E-04
-4.60000E+02	4.99976E-01	3.51202E-05	9.97775E-11	7.47350E+06	7.50902E+06	2.27956E+04	3.35071E+03	-1.78364E-04
-4.60000E+02	9.99994E-01	3.51889E-05	9.56847E-11	7.47350E+06	7.50902E+06	2.27956E+04	3.35071E+03	-1.78364E-04
-4.60000E+02	1.49997E+00	3.52536E-05	3.20659E-10	7.47350E+06	7.50902E+06	2.27956E+04	3.35071E+03	-1.78364E-04
-4.60000E+02	1.99999E+00	3.53221E-05	4.65427E-10	7.47350E+06	7.50902E+06	2.27956E+04	3.35071E+03	-1.78364E-04
-4.60000E+02	2.50003E+00	3.53875E-05	3.04667E-10	7.47350E+06	7.50902E+06	2.27956E+04	3.35071E+03	-1.78364E-04
-4.60000E+02	2.99991E+00	3.54564E-05	7.25718E-11	7.47350E+06	7.50902E+06	2.27956E+04	3.35071E+03	-1.78364E-04
-4.60000E+02	3.49991E+00	3.55191E-05	2.34141E-10	7.47350E+06	7.50902E+06	2.27956E+04	3.35071E+03	-1.78364E-04
-4.60000E+02	4.00014E+00	3.55847E-05	4.34383E-10	7.47350E+06	7.50902E+06	2.27956E+04	3.35071E+03	-1.78364E-04
-4.60000E+02	4.49999E+00	3.56502E-05	1.96186E-10	7.47350E+06	7.50902E+06	2.27956E+04	3.35071E+03	-1.78364E-04
-4.60000E+02	4.99991E+00	3.57194E-05	1.11156E-10	7.47350E+06	7.50902E+06	2.27956E+04	3.35071E+03	-1.78364E-04
-4.70000E+02	-5.00456E-06	3.56276E-05	3.96064E-10	7.32055E+06	7.31622E+06	8.01790E+04	1.68537E+04	-1.82018E-04
-4.70000E+02	4.99977E-01	3.56913E-05	9.80929E-11	7.32055E+06	7.31622E+06	8.01790E+04	1.68537E+04	-1.82018E-04
-4.70000E+02	9.99991E-01	3.57680E-05	2.85229E-10	7.32055E+06	7.31622E+06	8.01790E+04	1.68537E+04	-1.82018E-04
-4.70000E+02	1.49997E+00	3.58401E-05	2.09815E-10	7.32055E+06	7.31622E+06	8.01790E+04	1.68537E+04	-1.82018E-04
-4.70000E+02	1.99998E+00	3.59105E-05	9.42809E-11	7.32055E+06	7.31622E+06	8.01790E+04	1.68537E+04	-1.82018E-04
-4.70000E+02	2.50001E+00	3.59759E-05	3.91095E-10	7.32055E+06	7.31622E+06	8.01790E+04	1.68537E+04	-1.82018E-04
-4.70000E+02	2.99992E+00	3.60467E-05	5.33937E-10	7.32055E+06	7.31622E+06	8.01790E+04	1.68537E+04	-1.82018E-04
-4.70000E+02	3.49990E+00	3.61116E-05	3.29680E-10	7.32055E+06	7.31622E+06	8.01790E+04	1.68537E+04	-1.82018E-04
-4.70000E+02	4.00015E+00	3.61682E-05	1.88326E-10	7.32055E+06	7.31622E+06	8.01790E+04	1.68537E+04	-1.82018E-04
-4.70000E+02	4.49999E+00	3.62389E-05	5.06776E-10	7.32055E+06	7.31622E+06	8.01790E+04	1.68537E+04	-1.82018E-04
-4.70000E+02	4.99989E+00	3.63064E-05	1.18977E-10	7.32055E+06	7.31622E+06	8.01790E+04	1.68537E+04	-1.82018E-04
-4.80000E+02	-4.66338E-06	3.62179E-05	1.96016E-10	7.35631E+06	7.41312E+06	1.87233E+04	6.45672E+03	-1.85707E-04
-4.80000E+02	4.99978E-01	3.62870E-05	4.98888E-11	7.35631E+06	7.41312E+06	1.87233E+04	6.45672E+03	-1.85707E-04
-4.80000E+02	9.99991E-01	3.63531E-05	3.10269E-10	7.35631E+06	7.41312E+06	1.87233E+04	6.45672E+03	-1.85707E-04
-4.80000E+02	1.49997E+00	3.64231E-05	7.40870E-11	7.35631E+06	7.41312E+06	1.87233E+04	6.45672E+03	-1.85707E-04
-4.80000E+02	1.99998E+00	3.64879E-05	2.09497E-10	7.35631E+06	7.41312E+06	1.87233E+04	6.45672E+03	-1.85707E-04
-4.80000E+02	2.50000E+00	3.65597E-05	2.59015E-10	7.35631E+06	7.41312E+06	1.87233E+04	6.45672E+03	-1.85707E-04
-4.80000E+02	2.99991E+00	3.66280E-05	3.68179E-11	7.35631E+06	7.41312E+06	1.87233E+04	6.45672E+03	-1.85707E-04
-4.80000E+02	3.49990E+00	3.66968E-05	1.27628E-10	7.35631E+06	7.41312E+06	1.87233E+04	6.45672E+03	-1.85707E-04
-4.80000E+02	4.00014E+00	3.67629E-05	1.51950E-10	7.35631E+06	7.41312E+06	1.87233E+04	6.45672E+03	-1.85707E-04
-4.80000E+02	4.49997E+00	3.68282E-05	1.30213E-10	7.35631E+06	7.41312E+06	1.87233E+04	6.45672E+03	-1.85707E-04
-4.80000E+02	4.99991E+00	3.68940E-05	7.76030E-11	7.35631E+06	7.41312E+06	1.87233E+04	6.45672E+03	-1.85707E-04
-4.90000E+02	-7.39994E-07	3.67976E-05	3.71693E-10	7.71009E+06	7.51340E+06	4.73161E+04	2.12709E+04	-1.89382E-04
-4.90000E+02	4.99978E-01	3.68652E-05	3.22525E-10	7.71009E+06	7.51340E+06	4.73161E+04	2.12709E+04	-1.89382E-04
-4.90000E+02	9.99994E-01	3.69331E-05	1.86964E-10	7.71009E+06	7.51340E+06	4.73161E+04	2.12709E+04	-1.89382E-04
-4.90000E+02	1.49997E+00	3.70023E-05	1.22293E-10	7.71009E+06	7.51340E+06	4.73161E+04	2.12709E+04	-1.89382E-04
-4.90000E+02	1.99998E+00	3.70669E-05	1.48847E-10	7.71009E+06	7.51340E+06	4.73161E+04	2.12709E+04	-1.89382E-04
-4.90000E+02	2.50003E+00	3.71377E-05	3.28769E-10	7.71009E+06	7.51340E+06	4.73161E+04	2.12709E+04	-1.89382E-04
-4.90000E+02	2.99993E+00	3.72061E-05	1.69967E-11	7.71009E+06	7.51340E+06	4.73161E+04	2.12709E+04	-1.89382E-04
-4.90000E+02	3.49992E+00	3.72705E-05	3.85861E-11	7.71009E+06	7.51340E+06	4.73161E+04	2.12709E+04	-1.89382E-04
-4.90000E+02	4.00014E+00	3.73395E-05	1.86726E-10	7.71009E+06	7.51340E+06	4.73161E+04	2.12709E+04	-1.89382E-04
