# Interpad R
# 
# Measurement Settings:
# Power Supply voltage limit:      2.10E+01 V
# Power Supply current limit:      1.00E-03 A
# Voltage Delay:                       2.00 s
# 
# 
# 
# Bias Voltage[V]	Interpad Voltage [V]	Interpad Current Mean [A]	Interpad Current Error [A]	Resistance (polynom fit) [Ohm]	Resistance (diff) [Ohm]	dR (fit) [Ohm]	Chi2 of Fit [-]	Total Current [A]	
-1.60000E+02	-1.19463E-06	1.71649E-05	3.74166E-11	7.86676E+06	7.93800E+06	3.45545E+04	2.94262E+04	-8.00945E-05
-1.60000E+02	4.99979E-01	1.72299E-05	9.03081E-11	7.86676E+06	7.93800E+06	3.45545E+04	2.94262E+04	-8.00945E-05
-1.60000E+02	9.99996E-01	1.72933E-05	2.00721E-10	7.86676E+06	7.93800E+06	3.45545E+04	2.94262E+04	-8.00945E-05
-1.60000E+02	1.49997E+00	1.73587E-05	6.64998E-11	7.86676E+06	7.93800E+06	3.45545E+04	2.94262E+04	-8.00945E-05
-1.60000E+02	1.99999E+00	1.74214E-05	6.59966E-11	7.86676E+06	7.93800E+06	3.45545E+04	2.94262E+04	-8.00945E-05
-1.60000E+02	2.50003E+00	1.74856E-05	1.67796E-10	7.86676E+06	7.93800E+06	3.45545E+04	2.94262E+04	-8.00945E-05
-1.60000E+02	2.99993E+00	1.75512E-05	1.03387E-10	7.86676E+06	7.93800E+06	3.45545E+04	2.94262E+04	-8.00945E-05
-1.60000E+02	3.49993E+00	1.76143E-05	1.21198E-10	7.86676E+06	7.93800E+06	3.45545E+04	2.94262E+04	-8.00945E-05
-1.60000E+02	4.00016E+00	1.76762E-05	1.88562E-11	7.86676E+06	7.93800E+06	3.45545E+04	2.94262E+04	-8.00945E-05
-1.60000E+02	4.50001E+00	1.77365E-05	2.62467E-11	7.86676E+06	7.93800E+06	3.45545E+04	2.94262E+04	-8.00945E-05
-1.60000E+02	4.99993E+00	1.77968E-05	4.49691E-11	7.86676E+06	7.93800E+06	3.45545E+04	2.94262E+04	-8.00945E-05
-1.70000E+02	-1.25148E-06	1.78184E-05	7.40870E-11	7.72864E+06	7.90180E+06	4.19484E+04	1.54156E+04	-8.34236E-05
-1.70000E+02	4.99980E-01	1.78845E-05	1.43836E-10	7.72864E+06	7.90180E+06	4.19484E+04	1.54156E+04	-8.34236E-05
-1.70000E+02	9.99994E-01	1.79493E-05	2.36972E-10	7.72864E+06	7.90180E+06	4.19484E+04	1.54156E+04	-8.34236E-05
-1.70000E+02	1.49997E+00	1.80161E-05	9.74109E-11	7.72864E+06	7.90180E+06	4.19484E+04	1.54156E+04	-8.34236E-05
-1.70000E+02	1.99999E+00	1.80814E-05	7.25718E-11	7.72864E+06	7.90180E+06	4.19484E+04	1.54156E+04	-8.34236E-05
-1.70000E+02	2.50004E+00	1.81448E-05	3.74166E-11	7.72864E+06	7.90180E+06	4.19484E+04	1.54156E+04	-8.34236E-05
-1.70000E+02	2.99993E+00	1.82074E-05	8.17856E-11	7.72864E+06	7.90180E+06	4.19484E+04	1.54156E+04	-8.34236E-05
-1.70000E+02	3.49992E+00	1.82698E-05	1.48549E-10	7.72864E+06	7.90180E+06	4.19484E+04	1.54156E+04	-8.34236E-05
-1.70000E+02	4.00014E+00	1.83312E-05	1.06249E-10	7.72864E+06	7.90180E+06	4.19484E+04	1.54156E+04	-8.34236E-05
-1.70000E+02	4.50002E+00	1.83954E-05	1.34743E-10	7.72864E+06	7.90180E+06	4.19484E+04	1.54156E+04	-8.34236E-05
-1.70000E+02	4.99992E+00	1.84540E-05	2.22261E-10	7.72864E+06	7.90180E+06	4.19484E+04	1.54156E+04	-8.34236E-05
-1.80000E+02	-1.02400E-06	1.84697E-05	1.08730E-10	8.08346E+06	7.86778E+06	3.17238E+04	5.85323E+04	-8.67704E-05
-1.80000E+02	4.99980E-01	1.85365E-05	1.18134E-10	8.08346E+06	7.86778E+06	3.17238E+04	5.85323E+04	-8.67704E-05
-1.80000E+02	9.99996E-01	1.86053E-05	1.51950E-10	8.08346E+06	7.86778E+06	3.17238E+04	5.85323E+04	-8.67704E-05
-1.80000E+02	1.49997E+00	1.86699E-05	3.06522E-10	8.08346E+06	7.86778E+06	3.17238E+04	5.85323E+04	-8.67704E-05
-1.80000E+02	1.99999E+00	1.87357E-05	1.43527E-10	8.08346E+06	7.86778E+06	3.17238E+04	5.85323E+04	-8.67704E-05
-1.80000E+02	2.50004E+00	1.87999E-05	4.10961E-11	8.08346E+06	7.86778E+06	3.17238E+04	5.85323E+04	-8.67704E-05
-1.80000E+02	2.99994E+00	1.88626E-05	1.51217E-10	8.08346E+06	7.86778E+06	3.17238E+04	5.85323E+04	-8.67704E-05
-1.80000E+02	3.49994E+00	1.89256E-05	4.98888E-11	8.08346E+06	7.86778E+06	3.17238E+04	5.85323E+04	-8.67704E-05
-1.80000E+02	4.00014E+00	1.89876E-05	1.79877E-10	8.08346E+06	7.86778E+06	3.17238E+04	5.85323E+04	-8.67704E-05
-1.80000E+02	4.50003E+00	1.90484E-05	1.63299E-10	8.08346E+06	7.86778E+06	3.17238E+04	5.85323E+04	-8.67704E-05
-1.80000E+02	4.99993E+00	1.91084E-05	2.16025E-11	8.08346E+06	7.86778E+06	3.17238E+04	5.85323E+04	-8.67704E-05
-1.90000E+02	-1.25138E-06	1.91127E-05	5.35413E-11	7.80932E+06	7.89791E+06	3.41071E+04	1.48356E+04	-9.00566E-05
-1.90000E+02	4.99981E-01	1.91775E-05	4.54606E-11	7.80932E+06	7.89791E+06	3.41071E+04	1.48356E+04	-9.00566E-05
-1.90000E+02	9.99994E-01	1.92421E-05	1.29701E-10	7.80932E+06	7.89791E+06	3.41071E+04	1.48356E+04	-9.00566E-05
-1.90000E+02	1.49997E+00	1.93089E-05	2.40046E-10	7.80932E+06	7.89791E+06	3.41071E+04	1.48356E+04	-9.00566E-05
-1.90000E+02	1.99999E+00	1.93733E-05	5.24934E-11	7.80932E+06	7.89791E+06	3.41071E+04	1.48356E+04	-9.00566E-05
-1.90000E+02	2.50005E+00	1.94372E-05	4.08248E-11	7.80932E+06	7.89791E+06	3.41071E+04	1.48356E+04	-9.00566E-05
-1.90000E+02	2.99992E+00	1.95008E-05	1.96695E-10	7.80932E+06	7.89791E+06	3.41071E+04	1.48356E+04	-9.00566E-05
-1.90000E+02	3.49995E+00	1.95640E-05	1.18977E-10	7.80932E+06	7.89791E+06	3.41071E+04	1.48356E+04	-9.00566E-05
-1.90000E+02	4.00016E+00	1.96255E-05	7.40870E-11	7.80932E+06	7.89791E+06	3.41071E+04	1.48356E+04	-9.00566E-05
-1.90000E+02	4.49999E+00	1.96870E-05	5.31246E-11	7.80932E+06	7.89791E+06	3.41071E+04	1.48356E+04	-9.00566E-05
-1.90000E+02	4.99990E+00	1.97472E-05	3.00998E-10	7.80932E+06	7.89791E+06	3.41071E+04	1.48356E+04	-9.00566E-05
-2.00000E+02	-2.44535E-06	1.97407E-05	7.31817E-11	7.75642E+06	7.89862E+06	3.12972E+04	6.54513E+03	-9.33052E-05
-2.00000E+02	4.99975E-01	1.98061E-05	1.84451E-10	7.75642E+06	7.89862E+06	3.12972E+04	6.54513E+03	-9.33052E-05
-2.00000E+02	9.99994E-01	1.98707E-05	1.08730E-10	7.75642E+06	7.89862E+06	3.12972E+04	6.54513E+03	-9.33052E-05
-2.00000E+02	1.49997E+00	1.99369E-05	1.31403E-10	7.75642E+06	7.89862E+06	3.12972E+04	6.54513E+03	-9.33052E-05
-2.00000E+02	1.99999E+00	2.00022E-05	1.32749E-10	7.75642E+06	7.89862E+06	3.12972E+04	6.54513E+03	-9.33052E-05
-2.00000E+02	2.50003E+00	2.00675E-05	4.64280E-11	7.75642E+06	7.89862E+06	3.12972E+04	6.54513E+03	-9.33052E-05
-2.00000E+02	2.99993E+00	2.01295E-05	3.29983E-11	7.75642E+06	7.89862E+06	3.12972E+04	6.54513E+03	-9.33052E-05
-2.00000E+02	3.49994E+00	2.01942E-05	3.85861E-11	7.75642E+06	7.89862E+06	3.12972E+04	6.54513E+03	-9.33052E-05
-2.00000E+02	4.00014E+00	2.02568E-05	1.65395E-10	7.75642E+06	7.89862E+06	3.12972E+04	6.54513E+03	-9.33052E-05
-2.00000E+02	4.50001E+00	2.03153E-05	3.43447E-10	7.75642E+06	7.89862E+06	3.12972E+04	6.54513E+03	-9.33052E-05
-2.00000E+02	4.99990E+00	2.03758E-05	2.42258E-10	7.75642E+06	7.89862E+06	3.12972E+04	6.54513E+03	-9.33052E-05
-2.10000E+02	-3.63949E-06	2.03622E-05	1.27541E-10	7.79644E+06	7.85945E+06	3.73888E+04	5.37823E+03	-9.65379E-05
-2.10000E+02	4.99976E-01	2.04295E-05	1.00775E-10	7.79644E+06	7.85945E+06	3.73888E+04	5.37823E+03	-9.65379E-05
-2.10000E+02	9.99992E-01	2.04915E-05	1.18415E-10	7.79644E+06	7.85945E+06	3.73888E+04	5.37823E+03	-9.65379E-05
-2.10000E+02	1.49997E+00	2.05555E-05	1.67398E-10	7.79644E+06	7.85945E+06	3.73888E+04	5.37823E+03	-9.65379E-05
-2.10000E+02	1.99999E+00	2.06193E-05	2.55256E-10	7.79644E+06	7.85945E+06	3.73888E+04	5.37823E+03	-9.65379E-05
-2.10000E+02	2.50004E+00	2.06871E-05	3.70435E-10	7.79644E+06	7.85945E+06	3.73888E+04	5.37823E+03	-9.65379E-05
-2.10000E+02	2.99991E+00	2.07524E-05	1.40079E-10	7.79644E+06	7.85945E+06	3.73888E+04	5.37823E+03	-9.65379E-05
-2.10000E+02	3.49993E+00	2.08181E-05	2.00389E-10	7.79644E+06	7.85945E+06	3.73888E+04	5.37823E+03	-9.65379E-05
-2.10000E+02	4.00015E+00	2.08815E-05	5.73488E-11	7.79644E+06	7.85945E+06	3.73888E+04	5.37823E+03	-9.65379E-05
-2.10000E+02	4.50002E+00	2.09420E-05	4.64280E-11	7.79644E+06	7.85945E+06	3.73888E+04	5.37823E+03	-9.65379E-05
-2.10000E+02	4.99990E+00	2.10020E-05	1.89091E-10	7.79644E+06	7.85945E+06	3.73888E+04	5.37823E+03	-9.65379E-05
-2.20000E+02	-1.36478E-06	2.09821E-05	1.18977E-10	7.83058E+06	7.91383E+06	2.35676E+04	1.65840E+03	-9.97177E-05
-2.20000E+02	4.99978E-01	2.10454E-05	6.18241E-11	7.83058E+06	7.91383E+06	2.35676E+04	1.65840E+03	-9.97177E-05
-2.20000E+02	9.99992E-01	2.11101E-05	2.12760E-10	7.83058E+06	7.91383E+06	2.35676E+04	1.65840E+03	-9.97177E-05
-2.20000E+02	1.49997E+00	2.11774E-05	1.88385E-10	7.83058E+06	7.91383E+06	2.35676E+04	1.65840E+03	-9.97177E-05
-2.20000E+02	1.99999E+00	2.12397E-05	1.34412E-10	7.83058E+06	7.91383E+06	2.35676E+04	1.65840E+03	-9.97177E-05
-2.20000E+02	2.50002E+00	2.13020E-05	3.08653E-10	7.83058E+06	7.91383E+06	2.35676E+04	1.65840E+03	-9.97177E-05
-2.20000E+02	2.99992E+00	2.13643E-05	1.61107E-10	7.83058E+06	7.91383E+06	2.35676E+04	1.65840E+03	-9.97177E-05
-2.20000E+02	3.49990E+00	2.14309E-05	3.71513E-10	7.83058E+06	7.91383E+06	2.35676E+04	1.65840E+03	-9.97177E-05
-2.20000E+02	4.00013E+00	2.14913E-05	2.03961E-10	7.83058E+06	7.91383E+06	2.35676E+04	1.65840E+03	-9.97177E-05
-2.20000E+02	4.50000E+00	2.15551E-05	2.15613E-10	7.83058E+06	7.91383E+06	2.35676E+04	1.65840E+03	-9.97177E-05
-2.20000E+02	4.99991E+00	2.16140E-05	2.42808E-10	7.83058E+06	7.91383E+06	2.35676E+04	1.65840E+03	-9.97177E-05
-2.30000E+02	-2.84315E-06	2.15848E-05	2.33381E-10	7.80843E+06	7.75933E+06	5.39370E+04	1.08835E+04	-1.02924E-04
-2.30000E+02	4.99978E-01	2.16522E-05	1.35974E-10	7.80843E+06	7.75933E+06	5.39370E+04	1.08835E+04	-1.02924E-04
-2.30000E+02	9.99992E-01	2.17147E-05	3.18573E-10	7.80843E+06	7.75933E+06	5.39370E+04	1.08835E+04	-1.02924E-04
-2.30000E+02	1.49997E+00	2.17817E-05	1.80616E-10	7.80843E+06	7.75933E+06	5.39370E+04	1.08835E+04	-1.02924E-04
-2.30000E+02	1.99999E+00	2.18531E-05	1.71529E-10	7.80843E+06	7.75933E+06	5.39370E+04	1.08835E+04	-1.02924E-04
-2.30000E+02	2.50004E+00	2.19185E-05	1.05304E-10	7.80843E+06	7.75933E+06	5.39370E+04	1.08835E+04	-1.02924E-04
-2.30000E+02	2.99992E+00	2.19828E-05	3.99694E-10	7.80843E+06	7.75933E+06	5.39370E+04	1.08835E+04	-1.02924E-04
-2.30000E+02	3.49991E+00	2.20453E-05	1.80616E-10	7.80843E+06	7.75933E+06	5.39370E+04	1.08835E+04	-1.02924E-04
-2.30000E+02	4.00012E+00	2.21093E-05	3.68179E-11	7.80843E+06	7.75933E+06	5.39370E+04	1.08835E+04	-1.02924E-04
-2.30000E+02	4.50000E+00	2.21715E-05	5.24934E-11	7.80843E+06	7.75933E+06	5.39370E+04	1.08835E+04	-1.02924E-04
-2.30000E+02	4.99990E+00	2.22322E-05	1.79320E-10	7.80843E+06	7.75933E+06	5.39370E+04	1.08835E+04	-1.02924E-04
-2.40000E+02	-2.10381E-06	2.21930E-05	1.92931E-10	7.84873E+06	7.89839E+06	1.07078E+04	4.09429E+03	-1.06049E-04
-2.40000E+02	4.99976E-01	2.22617E-05	3.30286E-10	7.84873E+06	7.89839E+06	1.07078E+04	4.09429E+03	-1.06049E-04
-2.40000E+02	9.99994E-01	2.23311E-05	1.48399E-10	7.84873E+06	7.89839E+06	1.07078E+04	4.09429E+03	-1.06049E-04
-2.40000E+02	1.49997E+00	2.23932E-05	9.10433E-11	7.84873E+06	7.89839E+06	1.07078E+04	4.09429E+03	-1.06049E-04
-2.40000E+02	1.99999E+00	2.24562E-05	3.55903E-11	7.84873E+06	7.89839E+06	1.07078E+04	4.09429E+03	-1.06049E-04
-2.40000E+02	2.50002E+00	2.25230E-05	1.65126E-10	7.84873E+06	7.89839E+06	1.07078E+04	4.09429E+03	-1.06049E-04
-2.40000E+02	2.99991E+00	2.25839E-05	1.56915E-10	7.84873E+06	7.89839E+06	1.07078E+04	4.09429E+03	-1.06049E-04
-2.40000E+02	3.49992E+00	2.26474E-05	4.32049E-11	7.84873E+06	7.89839E+06	1.07078E+04	4.09429E+03	-1.06049E-04
-2.40000E+02	4.00014E+00	2.27104E-05	4.96409E-10	7.84873E+06	7.89839E+06	1.07078E+04	4.09429E+03	-1.06049E-04
-2.40000E+02	4.50000E+00	2.27699E-05	1.53261E-10	7.84873E+06	7.89839E+06	1.07078E+04	4.09429E+03	-1.06049E-04
-2.40000E+02	4.99993E+00	2.28314E-05	3.36881E-10	7.84873E+06	7.89839E+06	1.07078E+04	4.09429E+03	-1.06049E-04
-2.50000E+02	-3.07042E-06	2.27976E-05	7.25718E-11	7.73426E+06	7.76914E+06	6.52768E+03	9.43200E+02	-1.09245E-04
-2.50000E+02	4.99979E-01	2.28622E-05	9.62635E-11	7.73426E+06	7.76914E+06	6.52768E+03	9.43200E+02	-1.09245E-04
-2.50000E+02	9.99994E-01	2.29264E-05	1.05304E-10	7.73426E+06	7.76914E+06	6.52768E+03	9.43200E+02	-1.09245E-04
-2.50000E+02	1.49997E+00	2.29918E-05	8.60233E-11	7.73426E+06	7.76914E+06	6.52768E+03	9.43200E+02	-1.09245E-04
-2.50000E+02	1.99999E+00	2.30564E-05	2.00056E-10	7.73426E+06	7.76914E+06	6.52768E+03	9.43200E+02	-1.09245E-04
-2.50000E+02	2.50004E+00	2.31232E-05	1.34907E-10	7.73426E+06	7.76914E+06	6.52768E+03	9.43200E+02	-1.09245E-04
-2.50000E+02	2.99993E+00	2.31870E-05	1.30213E-10	7.73426E+06	7.76914E+06	6.52768E+03	9.43200E+02	-1.09245E-04
-2.50000E+02	3.49995E+00	2.32504E-05	4.54606E-11	7.73426E+06	7.76914E+06	6.52768E+03	9.43200E+02	-1.09245E-04
-2.50000E+02	4.00015E+00	2.33147E-05	7.03957E-11	7.73426E+06	7.76914E+06	6.52768E+03	9.43200E+02	-1.09245E-04
-2.50000E+02	4.49999E+00	2.33798E-05	3.16895E-10	7.73426E+06	7.76914E+06	6.52768E+03	9.43200E+02	-1.09245E-04
-2.50000E+02	4.99992E+00	2.34414E-05	1.22837E-10	7.73426E+06	7.76914E+06	6.52768E+03	9.43200E+02	-1.09245E-04
-2.60000E+02	-3.01348E-06	2.34020E-05	3.68179E-11	7.81668E+06	7.85302E+06	1.65461E+04	9.23141E+03	-1.12392E-04
-2.60000E+02	4.99979E-01	2.34673E-05	1.14407E-10	7.81668E+06	7.85302E+06	1.65461E+04	9.23141E+03	-1.12392E-04
-2.60000E+02	9.99996E-01	2.35319E-05	4.18994E-11	7.81668E+06	7.85302E+06	1.65461E+04	9.23141E+03	-1.12392E-04
-2.60000E+02	1.49997E+00	2.35983E-05	1.55778E-10	7.81668E+06	7.85302E+06	1.65461E+04	9.23141E+03	-1.12392E-04
-2.60000E+02	1.99999E+00	2.36632E-05	7.25718E-11	7.81668E+06	7.85302E+06	1.65461E+04	9.23141E+03	-1.12392E-04
-2.60000E+02	2.50002E+00	2.37274E-05	2.33286E-10	7.81668E+06	7.85302E+06	1.65461E+04	9.23141E+03	-1.12392E-04
-2.60000E+02	2.99994E+00	2.37871E-05	6.53197E-11	7.81668E+06	7.85302E+06	1.65461E+04	9.23141E+03	-1.12392E-04
-2.60000E+02	3.49994E+00	2.38522E-05	4.78423E-11	7.81668E+06	7.85302E+06	1.65461E+04	9.23141E+03	-1.12392E-04
-2.60000E+02	4.00016E+00	2.39158E-05	1.24989E-10	7.81668E+06	7.85302E+06	1.65461E+04	9.23141E+03	-1.12392E-04
-2.60000E+02	4.50001E+00	2.39784E-05	1.07806E-10	7.81668E+06	7.85302E+06	1.65461E+04	9.23141E+03	-1.12392E-04
-2.60000E+02	4.99992E+00	2.40403E-05	4.92161E-11	7.81668E+06	7.85302E+06	1.65461E+04	9.23141E+03	-1.12392E-04
-2.70000E+02	-3.01353E-06	2.39969E-05	1.20830E-10	7.96190E+06	7.94294E+06	4.51112E+04	1.94310E+04	-1.15523E-04
-2.70000E+02	4.99978E-01	2.40624E-05	1.80616E-10	7.96190E+06	7.94294E+06	4.51112E+04	1.94310E+04	-1.15523E-04
-2.70000E+02	9.99994E-01	2.41289E-05	7.40870E-11	7.96190E+06	7.94294E+06	4.51112E+04	1.94310E+04	-1.15523E-04
-2.70000E+02	1.49997E+00	2.41919E-05	7.87401E-11	7.96190E+06	7.94294E+06	4.51112E+04	1.94310E+04	-1.15523E-04
-2.70000E+02	1.99999E+00	2.42567E-05	7.84573E-11	7.96190E+06	7.94294E+06	4.51112E+04	1.94310E+04	-1.15523E-04
-2.70000E+02	2.50004E+00	2.43205E-05	6.18241E-11	7.96190E+06	7.94294E+06	4.51112E+04	1.94310E+04	-1.15523E-04
-2.70000E+02	2.99992E+00	2.43834E-05	1.24722E-11	7.96190E+06	7.94294E+06	4.51112E+04	1.94310E+04	-1.15523E-04
-2.70000E+02	3.49992E+00	2.44458E-05	1.18977E-10	7.96190E+06	7.94294E+06	4.51112E+04	1.94310E+04	-1.15523E-04
-2.70000E+02	4.00015E+00	2.45097E-05	5.09902E-11	7.96190E+06	7.94294E+06	4.51112E+04	1.94310E+04	-1.15523E-04
-2.70000E+02	4.49998E+00	2.45691E-05	3.87556E-10	7.96190E+06	7.94294E+06	4.51112E+04	1.94310E+04	-1.15523E-04
-2.70000E+02	4.99992E+00	2.46290E-05	6.48074E-11	7.96190E+06	7.94294E+06	4.51112E+04	1.94310E+04	-1.15523E-04
-2.80000E+02	-1.59195E-06	2.45810E-05	1.51731E-10	7.72299E+06	7.78304E+06	1.54890E+04	5.32641E+03	-1.18665E-04
-2.80000E+02	4.99981E-01	2.46420E-05	3.08149E-10	7.72299E+06	7.78304E+06	1.54890E+04	5.32641E+03	-1.18665E-04
-2.80000E+02	9.99994E-01	2.47041E-05	4.05545E-10	7.72299E+06	7.78304E+06	1.54890E+04	5.32641E+03	-1.18665E-04
-2.80000E+02	1.49997E+00	2.47758E-05	3.85861E-11	7.72299E+06	7.78304E+06	1.54890E+04	5.32641E+03	-1.18665E-04
-2.80000E+02	1.99999E+00	2.48397E-05	8.60233E-11	7.72299E+06	7.78304E+06	1.54890E+04	5.32641E+03	-1.18665E-04
-2.80000E+02	2.50003E+00	2.49043E-05	3.18469E-10	7.72299E+06	7.78304E+06	1.54890E+04	5.32641E+03	-1.18665E-04
-2.80000E+02	2.99994E+00	2.49641E-05	1.38163E-10	7.72299E+06	7.78304E+06	1.54890E+04	5.32641E+03	-1.18665E-04
-2.80000E+02	3.49994E+00	2.50350E-05	2.05480E-11	7.72299E+06	7.78304E+06	1.54890E+04	5.32641E+03	-1.18665E-04
-2.80000E+02	4.00014E+00	2.50977E-05	4.64280E-11	7.72299E+06	7.78304E+06	1.54890E+04	5.32641E+03	-1.18665E-04
-2.80000E+02	4.49999E+00	2.51611E-05	1.70163E-10	7.72299E+06	7.78304E+06	1.54890E+04	5.32641E+03	-1.18665E-04
-2.80000E+02	4.99990E+00	2.52202E-05	4.76399E-10	7.72299E+06	7.78304E+06	1.54890E+04	5.32641E+03	-1.18665E-04
-2.90000E+02	-1.99008E-06	2.51713E-05	1.17284E-10	7.87076E+06	7.79526E+06	2.12969E+04	8.15135E+03	-1.21809E-04
-2.90000E+02	4.99978E-01	2.52357E-05	1.53261E-10	7.87076E+06	7.79526E+06	2.12969E+04	8.15135E+03	-1.21809E-04
-2.90000E+02	9.99993E-01	2.53035E-05	1.24989E-10	7.87076E+06	7.79526E+06	2.12969E+04	8.15135E+03	-1.21809E-04
-2.90000E+02	1.49997E+00	2.53645E-05	1.03387E-10	7.87076E+06	7.79526E+06	2.12969E+04	8.15135E+03	-1.21809E-04
-2.90000E+02	1.99998E+00	2.54307E-05	1.67398E-10	7.87076E+06	7.79526E+06	2.12969E+04	8.15135E+03	-1.21809E-04
-2.90000E+02	2.50002E+00	2.54971E-05	6.64998E-11	7.87076E+06	7.79526E+06	2.12969E+04	8.15135E+03	-1.21809E-04
-2.90000E+02	2.99994E+00	2.55621E-05	8.28654E-11	7.87076E+06	7.79526E+06	2.12969E+04	8.15135E+03	-1.21809E-04
-2.90000E+02	3.49990E+00	2.56229E-05	3.37441E-10	7.87076E+06	7.79526E+06	2.12969E+04	8.15135E+03	-1.21809E-04
-2.90000E+02	4.00015E+00	2.56873E-05	3.41793E-10	7.87076E+06	7.79526E+06	2.12969E+04	8.15135E+03	-1.21809E-04
-2.90000E+02	4.50001E+00	2.57513E-05	1.45220E-10	7.87076E+06	7.79526E+06	2.12969E+04	8.15135E+03	-1.21809E-04
-2.90000E+02	4.99992E+00	2.58130E-05	2.35702E-11	7.87076E+06	7.79526E+06	2.12969E+04	8.15135E+03	-1.21809E-04
-3.00000E+02	-4.20758E-06	2.57591E-05	1.31942E-09	7.71447E+06	7.80282E+06	3.07886E+04	1.11184E+04	-1.24964E-04
-3.00000E+02	4.99979E-01	2.58230E-05	1.09646E-10	7.71447E+06	7.80282E+06	3.07886E+04	1.11184E+04	-1.24964E-04
-3.00000E+02	9.99995E-01	2.58866E-05	1.72047E-10	7.71447E+06	7.80282E+06	3.07886E+04	1.11184E+04	-1.24964E-04
-3.00000E+02	1.49997E+00	2.59501E-05	4.98888E-11	7.71447E+06	7.80282E+06	3.07886E+04	1.11184E+04	-1.24964E-04
-3.00000E+02	1.99998E+00	2.60206E-05	2.39768E-10	7.71447E+06	7.80282E+06	3.07886E+04	1.11184E+04	-1.24964E-04
-3.00000E+02	2.50003E+00	2.60871E-05	1.02740E-10	7.71447E+06	7.80282E+06	3.07886E+04	1.11184E+04	-1.24964E-04
-3.00000E+02	2.99994E+00	2.61514E-05	1.45144E-10	7.71447E+06	7.80282E+06	3.07886E+04	1.11184E+04	-1.24964E-04
-3.00000E+02	3.49993E+00	2.62130E-05	7.76030E-11	7.71447E+06	7.80282E+06	3.07886E+04	1.11184E+04	-1.24964E-04
-3.00000E+02	4.00015E+00	2.62762E-05	6.18241E-11	7.71447E+06	7.80282E+06	3.07886E+04	1.11184E+04	-1.24964E-04
-3.00000E+02	4.50000E+00	2.63368E-05	6.54896E-11	7.71447E+06	7.80282E+06	3.07886E+04	1.11184E+04	-1.24964E-04
-3.00000E+02	4.99992E+00	2.63997E-05	2.74348E-10	7.71447E+06	7.80282E+06	3.07886E+04	1.11184E+04	-1.24964E-04
-3.10000E+02	-2.16070E-06	2.63404E-05	2.21259E-10	7.81195E+06	7.78589E+06	1.58876E+04	1.99876E+03	-1.28107E-04
-3.10000E+02	4.99978E-01	2.64056E-05	1.05304E-10	7.81195E+06	7.78589E+06	1.58876E+04	1.99876E+03	-1.28107E-04
-3.10000E+02	9.99995E-01	2.64703E-05	1.93046E-10	7.81195E+06	7.78589E+06	1.58876E+04	1.99876E+03	-1.28107E-04
-3.10000E+02	1.49997E+00	2.65336E-05	2.93371E-10	7.81195E+06	7.78589E+06	1.58876E+04	1.99876E+03	-1.28107E-04
-3.10000E+02	1.99998E+00	2.66011E-05	2.37954E-10	7.81195E+06	7.78589E+06	1.58876E+04	1.99876E+03	-1.28107E-04
-3.10000E+02	2.50004E+00	2.66661E-05	1.68589E-10	7.81195E+06	7.78589E+06	1.58876E+04	1.99876E+03	-1.28107E-04
-3.10000E+02	2.99992E+00	2.67302E-05	1.06145E-10	7.81195E+06	7.78589E+06	1.58876E+04	1.99876E+03	-1.28107E-04
-3.10000E+02	3.49993E+00	2.67923E-05	9.46338E-11	7.81195E+06	7.78589E+06	1.58876E+04	1.99876E+03	-1.28107E-04
-3.10000E+02	4.00013E+00	2.68569E-05	1.13431E-10	7.81195E+06	7.78589E+06	1.58876E+04	1.99876E+03	-1.28107E-04
-3.10000E+02	4.50000E+00	2.69212E-05	8.73053E-11	7.81195E+06	7.78589E+06	1.58876E+04	1.99876E+03	-1.28107E-04
-3.10000E+02	4.99991E+00	2.69836E-05	3.29983E-11	7.81195E+06	7.78589E+06	1.58876E+04	1.99876E+03	-1.28107E-04
-3.20000E+02	-1.53530E-06	2.69206E-05	4.71405E-12	7.79636E+06	7.69955E+06	1.58017E+04	6.13292E+03	-1.31247E-04
-3.20000E+02	4.99980E-01	2.69795E-05	6.88186E-10	7.79636E+06	7.69955E+06	1.58017E+04	6.13292E+03	-1.31247E-04
-3.20000E+02	9.99994E-01	2.70439E-05	3.48361E-10	7.79636E+06	7.69955E+06	1.58017E+04	6.13292E+03	-1.31247E-04
-3.20000E+02	1.49997E+00	2.71136E-05	3.39509E-10	7.79636E+06	7.69955E+06	1.58017E+04	6.13292E+03	-1.31247E-04
-3.20000E+02	1.99999E+00	2.71810E-05	8.83176E-11	7.79636E+06	7.69955E+06	1.58017E+04	6.13292E+03	-1.31247E-04
-3.20000E+02	2.50003E+00	2.72461E-05	3.30690E-10	7.79636E+06	7.69955E+06	1.58017E+04	6.13292E+03	-1.31247E-04
-3.20000E+02	2.99992E+00	2.73088E-05	7.05597E-10	7.79636E+06	7.69955E+06	1.58017E+04	6.13292E+03	-1.31247E-04
-3.20000E+02	3.49991E+00	2.73741E-05	8.37987E-11	7.79636E+06	7.69955E+06	1.58017E+04	6.13292E+03	-1.31247E-04
-3.20000E+02	4.00014E+00	2.74350E-05	2.13125E-10	7.79636E+06	7.69955E+06	1.58017E+04	6.13292E+03	-1.31247E-04
-3.20000E+02	4.50001E+00	2.74959E-05	6.59966E-11	7.79636E+06	7.69955E+06	1.58017E+04	6.13292E+03	-1.31247E-04
